,Unnamed: 0,출발지 행정동,출발지 구주소
296,1315, 동인동4가,대구 중구 동인동4가
297,1321, 현풍읍,대구 달성군 현풍읍
298,1331, 달서천로49길 ,오류
299,1349, 효목동(효목1동),대구 동구 효목동
300,1367, 남성로 ,오류
301,1406, 서변동,대구 북구 서변동
302,1408, 노원동2가(노원동),대구 북구 노원동2가
303,1410, 팔달동,대구 북구 팔달동
304,1423, 두류1.2동,대구 달서구 두류동
305,1437, 가창면 용계리,대구 달성군 가창면 용계리
306,1439, 대명동(대명1동),전북 군산시 대명동
307,1447, 신천동(신천4동),서울 송파구 신천동
308,1457, 고성동3가,대구 북구 고성동3가
309,1461, 관음동 ,대구 북구 관음동
310,1478, 원대동3가,대구 서구 원대동3가
311,1503, 옥포읍 강림리,대구 달성군 옥포읍 강림리
312,1532, 신천4동,대구 동구 신천4동
313,1546, 구지면,대구 달성군 구지면
314,1548, 평리3동 ,대구 서구 평리3동
315,1586, 평리6동 ,대구 서구 평리6동
316,1604, 침산2동,대구 북구 침산2동
317,1607, 대동로 ,오류
318,1610, 남일동,대구 중구 남일동
319,1611, 국채보상로61안길 ,오류
320,1613, 동성로3가,대구 중구 동성로3가
321,1617, 수성동2가,대구 수성구 수성동2가
322,1621, 각산동 ,대구 동구 각산동
323,1623, 둔산로51길 ,오류
324,1625, 원대동2가,대구 서구 원대동2가
325,1636, 범어1동,대구 수성구 범어1동
326,1643, 대천동,경기 안성시 대천동
327,1645, 14 ,오류
328,1673, 팔공로29길 ,오류
329,1712, 수성동1가(수성1가동),대구 수성구 수성동1가
330,1726, 동인동2가,대구 중구 동인동2가
331,1728, 서호동,경남 통영시 서호동
332,1737, 숙천동,대구 동구 숙천동
333,1738, 숙천동 ,대구 동구 숙천동
334,1743, 송현1동 ,인천 동구 송현1.2동
335,1750, 종로1가,서울 종로구 종로1가
336,1767, 월성1동,대구 달서구 월성1동
337,1768, 서문로2가,대구 중구 서문로2가
338,1771, 용수동,대구 동구 용수동
339,1777, 평리3동,대구 서구 평리3동
340,1814, 월배로80길 ,오류
341,1820, 화원읍 천내리,대구 달성군 화원읍 천내리
342,1863, 송현2동 ,인천 동구 송현1.2동
343,1870, 상중이동,대구 서구 상중이동
344,1891, 지산2동,광주 동구 지산2동
345,1897, 금강로16길 ,오류
346,1905, 고성북로10길 ,오류
347,1917, 두류공원로,오류
348,1926, 율하동로12길 ,오류
349,1927, 사복동,대구 동구 사복동
350,1929, 죽전동 ,경기 용인시 수지구 죽전동
351,1931, 대봉동 ,대구 중구 대봉동
352,1933, 비산동(비산4동),경기 안양시 동안구 비산동
353,1934, 대명6동,대구 남구 대명6동
354,1957, 비산4동,대구 서구 비산4동
355,1980, 동변동 ,대구 북구 동변동
356,1986, 비산1동 ,경기 안양시 동안구 비산1동
357,2005, 만촌1동,대구 수성구 만촌1동
358,2013, 내당동(내당4동),대구 서구 내당동
359,2026, 입석동 ,전북 김제시 입석동
360,2047, 문화로67길 ,오류
361,2048, 가창면,대구 달성군 가창면
362,2057, 선원로 ,오류
363,2072, 삼덕동3가,대구 중구 삼덕동3가
364,2078, 대현1동,대구 북구 대현동
365,2083, 방촌동 ,대구 동구 방촌동
366,2084, 매호동 ,대구 수성구 매호동
367,2088, 도학동,대구 동구 도학동
368,2230, 동호로2길 ,오류
369,2239, 현풍읍 하리,대구 달성군 현풍읍 하리
370,2241, 월배로 ,오류
371,2256, 화원읍 명곡리,대구 달성군 화원읍 명곡리
372,2258, 대명동(대명5동),전북 군산시 대명동
373,2265, 신암4동,대구 동구 신암4동
374,2296, 봉덕3동,대구 남구 봉덕3동
375,2314, 유천동,경기 평택시 유천동
376,2364, 동문동,충남 서산시 동문동
377,2369, 다사읍 매곡리,대구 달성군 다사읍 매곡리
378,2378, 대명동(대명10동),전북 군산시 대명동
379,2381, 칠곡2동,오류
380,2400, 와룡로45길 ,오류
381,2412, 평리동(평리3동),경기 수원시 권선구 평리동
382,2415, 동성로2가,대구 중구 동성로2가
383,2428, 달구벌대로323길 ,오류
384,2433, 용산동(용산1동),서울 용산구 용산2가동
385,2449, 대구호산점 ,오류
386,2501, 송현동(송현2동),서울 종로구 송현동
387,2520, 현풍읍 ,대구 달성군 현풍읍
388,2536, 서대구로42길 ,오류
389,2540, 송현동(송현1동),서울 종로구 송현동
390,2543, 성당로 ,오류
391,2549, 달서로12길 ,오류
392,2552, 두류동(두류3동),대구 달서구 두류동
393,2570, 국채보상로50길,오류
394,2572, 상인1동 ,대구 달서구 상인1동
395,2573, 명덕로30길 ,오류
396,2574, 신천동(신천3동),서울 송파구 신천동
397,2605, 계명5길 ,오류
398,2628, 대명2동,대구 남구 대명2동
399,2666, 사수동 ,대구 북구 사수동
400,2952, 옥포면 ,대구 달성군 옥포읍
401,2960, 상인2동,대구 달서구 상인2동
402,2985, 유천동 ,경기 평택시 유천동
403,3966, 범안로 ,오류
404,3986, 원대동3가 ,대구 서구 원대동3가
405,3996, 고산1동,대구 수성구 고산1동
406,3999, 들안로46길 ,오류
407,4032, 봉산동,경기 안성시 봉산동
408,4056, 명덕로18길 ,오류
409,4075, 구암로 ,오류
410,4106, 상리동,대구 서구 상리동
411,4114, 효목1동,대구 동구 효목1동
412,4122, 삼덕동1가 ,대구 중구 삼덕동1가
413,4125, 공평동,서울 종로구 공평동
414,4131, 검사동 ,대구 동구 검사동
415,4136, 남일동 ,대구 중구 남일동
416,4138, 사복동 ,대구 동구 사복동
417,4140, 율암동,대구 동구 율암동
418,4141, 노곡동,대구 북구 노곡동
419,4145, 동내동 ,대구 동구 동내동
420,4152, 평리로 ,오류
421,4194, 내당4동,대구 서구 내당4동
422,4301, 명덕로8길 ,오류
423,4343, 교동,경기 수원시 팔달구 교동
424,4373, 시지동,대구 수성구 시지동
425,4386, 동변동,대구 북구 동변동
426,4416, 만촌동(만촌3동),대구 수성구 만촌동
427,4477, 비산동(비산1동) ,경기 안양시 동안구 비산동
428,4478, 통학로48길 ,오류
429,4497, 현충로19길 ,오류
430,4551, 국채보상로48길 ,오류
431,4591, 황금2동,대구 수성구 황금2동
432,4598, 시장북로 ,대구 중구 시장북로
433,4665, 도동,경북 영천시 도동
434,4674, 구지면 응암리,대구 달성군 구지면 응암리
435,4678, 태평로3가,대구 중구 태평로3가
436,4679, 대구1호선 ,오류
437,4734, 복현동(복현1동),대구 북구 복현동
438,4741, 고모동,대구 수성구 고모동
439,4742, 현풍면 ,대구 달성군 현풍읍
440,4751, 달서천로 ,오류
441,4775, 문화회관3길 ,오류
442,4809, 대명로14길 ,오류
443,4816, 평리동(평리2동),경기 수원시 권선구 평리동
444,4829, 두류2동,대구 달서구 두류1.2동
445,4904, 계명1길 ,오류
446,4933, 지묘동 ,대구 동구 지묘동
447,4958, 미곡동 ,대구 동구 미곡동
448,5065, 용계동 ,대전 동구 용계동
449,5076, 다사읍 죽곡리,대구 달성군 다사읍 죽곡리
450,5099, 나들가게앞 ,오류
451,5125, 신평동 ,경기 고양시 덕양구 신평동
452,5142, 논공읍 남리,대구 달성군 논공읍 남리
453,5252, 남산로3안길 ,오류
454,5333, 원대동,대구 서구 원대동
455,5340, 원대동1가 ,대구 서구 원대동1가
456,5350, 유가읍 봉리,대구 달성군 유가읍 봉리
457,5356, 화원읍 성산리,대구 달성군 화원읍 성산리
458,5394, 문화로43길 ,오류
459,5403, 범어동(범어3동),경북 영천시 범어동
460,5409, 신평동,경기 고양시 덕양구 신평동
461,5462, 평리동(평리6동),경기 수원시 권선구 평리동
462,5466, 성서동로62길 ,오류
463,5470, 봉덕2동,대구 남구 봉덕2동
464,5492, 옥포읍 교항리,대구 달성군 옥포읍 교항리
465,5496, 수성동2가 ,대구 수성구 수성동2가
466,5497, 신천3동,대구 동구 신천3동
467,5507, 월배로84안길 ,오류
468,5564, 대명동(대명6동),전북 군산시 대명동
469,5567, 옥포읍 본리리,대구 달성군 옥포읍 본리리
470,5578, 상인서로 ,오류
471,5597, 조야동,대구 북구 조야동
472,5611, 큰골길 ,오류
473,5612, 안지랑로11길 ,오류
474,5621, 대명1동,대구 남구 대명1동
475,5688, 대명로19길 ,오류
476,5692, 조야동 ,대구 북구 조야동
477,5695, 가창면 ,대구 달성군 가창면
478,5706, 평리1동,대구 서구 평리1동
479,5719, 덕산동 ,경북 포항시 북구 덕산동
480,5755, 서야동 ,대구 중구 서야동
481,5848, 봉산동 ,경기 안성시 봉산동
482,5863, 명덕로28길 ,오류
483,5899, 옥포면 반송리,대구 달성군 옥포읍 반송리
484,5907, 파동로2길 ,오류
485,5920, 모산골길 ,오류
486,5959, 달서로25길 ,오류
487,5961, 달서로9길 ,오류
488,5979, 들안로52길 ,오류
489,6053, 비산4동 ,대구 서구 비산4동
490,6060, 범어2동,대구 수성구 범어2동
491,6101, 율하동로26길 ,오류
492,6108, 원대동2가 ,대구 서구 원대동2가
493,6154, 신암동(신암4동),대구 동구 신암동
494,6155, 황금동(황금2동),전남 광양시 황금동
495,6228, 수성로52길 ,오류
496,6282, 성내3동,서울 강동구 성내3동
497,6292, 용학로,오류
498,6307, 용산1동,대구 달서구 용산1동
499,6426, 진인동,대구 동구 진인동
500,6433, 미대동,대구 동구 미대동
501,6681, 검단동,인천 서구 검단동
502,6684, 두류남4길 ,오류
503,6718, 달성동 ,대구 중구 달성동
504,7688, 욱수동,대구 수성구 욱수동
505,7750, 가창면 정대리,대구 달성군 가창면 정대리
506,7756, 관음동로32길 ,오류
507,7815, 국채보상로78길 ,오류
508,7818, 산격4동,대구 북구 산격4동
509,7822, 동인동1가 ,대구 중구 동인동1가
510,7839, 평광동,대구 동구 평광동
511,7854, 만촌동(만촌1동),대구 수성구 만촌동
512,7887, 검단로 ,오류
513,7905, 신천동로96길 ,오류
514,8017, 욱수동 ,대구 수성구 욱수동
515,8084, 달구벌대로243길 ,오류
516,8110, 들안로40길 ,오류
517,8168, 대봉로 ,오류
518,8273, 범어천로 ,오류
519,8358, 대학로 ,오류
520,8504, 이현동 ,대전 대덕구 이현동
521,8524, 대명3동 ,대구 남구 대명3동
522,8526, 중앙대로77길 ,오류
523,8531, 370 ,오류
524,8534, 갈산동 ,경기 이천시 갈산동
525,8588, 상인동(상인2동),대구 달서구 상인동
526,8589, 노원동1가,대구 북구 노원동1가
527,8687, 효행로2길 ,오류
528,8706, 태평로1가,서울 중구 태평로1가
529,8729, 현풍읍 성하리,대구 달성군 현풍읍 성하리
530,8756, 상인3동 ,대구 달서구 상인3동
531,8784, 수창동 ,대구 중구 수창동
532,8834, 가창면 삼산리,대구 달성군 가창면 삼산리
533,8868, 삼덕동1가,대구 중구 삼덕동1가
534,8889, 칠곡3동 ,오류
535,8935, 침산남로7길 ,오류
536,9001, 감삼남2안길 ,오류
537,9012, 상인동(상인3동),대구 달서구 상인동
538,9018, 수성동1가 ,대구 수성구 수성동1가
539,9041, 하빈면 감문리,대구 달성군 하빈면 감문리
540,9059, 하빈면 대평리,대구 달성군 하빈면 대평리
541,9089, 내곡동 ,서울 서초구 내곡동
542,9146, 비산1동,경기 안양시 동안구 비산1동
543,9199, 산격동(산격1동),대구 북구 산격동
544,9604, 대림동,서울 영등포구 대림동
545,9612, 범안로4길 ,오류
546,9624, 동변로 ,오류
547,9625, 월암동 ,경기 의왕시 월암동
548,9632, 안지랑로7길 ,오류
549,9747, 대안동 ,전남 목포시 대안동
550,9786, 갈산동,경기 이천시 갈산동
551,9885, 두류1동,대구 달서구 두류1.2동
552,9912, 문화동,충북 청주시 상당구 문화동
553,9936, 동변동(무태조야동),대구 북구 동변동
554,9990, 북성로1가,대구 중구 북성로1가
555,10045, 월성2동 ,대구 달서구 월성2동
556,10075, ktx ,오류
557,10129, 국채보상로150길 ,오류
558,10142, 노원3동,대구 북구 노원동3가
559,10180, 영송로 ,오류
560,10184, 부동,대구 동구 부동
561,10203, 아양로15길 ,오류
562,10224, 장동,충남 서산시 장동
563,10232, 범어4동,대구 수성구 범어4동
564,11533, 동천로24길 ,오류
565,11558, 평리2동,대구 서구 평리2동
566,11567, 노변동 ,대구 수성구 노변동
567,11588, 남산4동 ,대구 중구 남산4동
568,11764, 북성로2가 ,대구 중구 북성로2가
569,11783, 침산남로 ,오류
570,11787, 성서공단북로 ,오류
571,11837, 수성1가동,대구 수성구 수성1가동
572,11862, 대경4길 ,오류
573,11865, 계명7길 ,오류
574,11890, 두류공원로5길 ,오류
575,11954, 태전동(태전2동),경기 광주시 태전동
576,11971, 고성동2가,대구 북구 고성동2가
577,11990, 이천로5길 ,오류
578,12052, 반야월북로57길 ,오류
579,12177, 하서동,대구 중구 하서동
580,12206, 범어동(범어2동),경북 영천시 범어동
581,12228, 태전동(태전1동),경기 광주시 태전동
582,12349, 팔공로28길 ,오류
583,12365, 봉덕남로 ,오류
584,12376, 산격3동,대구 북구 산격3동
585,12446, 두류동(두류1.2동),대구 달서구 두류동
586,12453, 대흥동 ,서울 마포구 대흥동
587,12469, 명덕로 ,오류
588,12489, 서내동,전남 나주시 서내동
589,12656, 봉덕동(봉덕1동),대구 남구 봉덕동
590,12674, 신당로 ,오류
591,12777, 논공읍 금포리,대구 달성군 논공읍 금포리
592,12816, 장기로5길 ,오류
593,13030, 인교동,대구 중구 인교동
594,13067, 문화로 ,오류
595,13071, 동촌동,경북 포항시 남구 동촌동
596,13076, 북성로1가 ,대구 중구 북성로1가
597,13138, 동인동3가(동인동),대구 중구 동인동3가
598,13166, 대구3호선 ,오류
599,13275, 화랑로 ,오류
600,13363, 달서구 장동 ,대구 달서구 장동
601,13517, 동촌로25길 ,오류
602,13530, 범어동(범어1동),경북 영천시 범어동
603,13693, 큰장로9길 ,오류
604,13725, 인교동 ,대구 중구 인교동
605,13819, 해동로 ,오류
606,13886, 관음동로13길 ,오류
607,13918, 중흥로 ,오류
608,13931, 앞산순환로 ,오류
609,13968, 만촌로8길 ,오류
610,13977, 태평로1가 ,서울 중구 태평로1가
611,13995, 동내동,대구 동구 동내동
612,14293, 구지면 창리,대구 달성군 구지면 창리
613,14299, 침산3동,대구 북구 침산3동
614,14302, 연경동 ,대구 북구 연경동
615,14354, 조암로 ,오류
616,15315, 성북로 ,오류
617,15525, 남산동(남산4동),서울 중구 남산동1가
618,15598, 대명천로20길 ,오류
619,15609, 이현동,대전 대덕구 이현동
620,15812, 당산로41동길 ,오류
621,15874, 산격동(산격3동),대구 북구 산격동
622,16024, 월드컵로 ,오류
623,16095, 동성로3가 ,대구 중구 동성로3가
624,16113, 성동 ,서울 성동구
625,16313, 47-15 ,오류
626,16622, 동인동4가 ,대구 중구 동인동4가
627,16644, 화원읍 설화리,대구 달성군 화원읍 설화리
628,16681, 국채보상로214길 ,오류
