,출발지 행정동
462559, 오봉로7길 
463048, 용계로 
463619, 경상감영길 
463655, 동암로7길 
464208, 덕곡동(공산동)
465742, 신매동(고산1동)
466561, 2번출구 대구2호선 
466960, 68-4 
467146, 대명로20길 
471673, 파도고개로18길 
473405, 동구 신암동 
473576, 화랑로108길 
473602, 송현로8길 
474511, 상화북로43길 
474972, 둔산로 
475151, 산격로11길 
475506, 팔거천서로 
475700, 125-1 
475711, 양지북길 
481695, 밤골길 
481807, 415 
481821, 앞산순환로 
482408, 달구벌대로307길 
482838, 태전로 
483165, 대명서5길 
485762, 학정로7길 
486002, 범어로19길 
486373, 가창면 주리
486396, 달서로45길 
490136, 평리2동 
490908, 두류길 
493505, 문화로67길 
494372, 천을로 
494508, 월곡로47길
496420, 큰장로26길 
497446, 유가읍 음리
497790, 미곡동 
505717, 성당로33길 
505737, 남구 대명동 
505793, 동촌로8길 
508591, 수성구 황금동 
512556, 만촌3동 
512629, 동원로12길 
513423, 파계로19길 
515376, 동구 불로동 
515744, 대명서로 
516894, 산격로14길 
517639, 달구벌대로344길 
520029, (황금네거리지점) 
520356, 중흥로5길 
520620, 구암로 
521308, 국채보상로76길 
521401, 해동로 
522821, 팔공로24길 
522985, 각산동(안심3.4동)
523614, 중구 대신동 
524808, 월곡로26안길
526740, 화원읍 성암로
529435, 갈밭남로 
531356, 앞산순환로51길 
531612, 아양로
532671, 대명로13길 
536371, 팔달로37길 
536474, 통학로45길 
536511, >>안심 
536996, 장산1길 
538073, 대구3호선 
538420, 연암로 
538661, 앞산순환로63길 
539223, 반야월로 
540022, 들안로8길 
541984, 달서구 상인동 
542188, 팔공로37길 
543843, 중흥로
544614, 야외음악당로47길 
546320, 신서로 
546557, 향촌동(성내2동)
546645, 성서공단로 
547057, 달구벌대로
547686, 동천로23길 
548163, 대구 
548220, 달서천로 
550002, 현충로26길
551268, 신암로
557606, 들안로40안길 
558546, 용학로25길
562176, 1403-19 
562502, (상인점) 
562797, 앞산순환로49안길 
563197, 송라로3길 
564661, 동성로5길 
565791, 명덕로8길 
570156, 화전동
572456, 달서천로53길
572943, 대명천로
573266, 달서대로95길 
574114, (대덕지점) 
574603, 아양로37길 
574961, 현풍읍 자모리
575170, 화원읍 비슬로500길
576545, 들안로67길 
577937, 구지면 유산리
578728, 아양로57길 
580473, 북구 읍내동 
583898, 원대로 
584731, 선원로23길 
585014, 안지랑로11길 
585120, 안지랑로20길 
585420, 북비산로50길 
585490, 세진로 
587835, 수성구 범어동 
587986, 명덕로10길 
589745, 북비산로 
590203, kb손해보험대구지점 
591425, 학산로46길 
591483, 사수로70길 
592621, 노변공원로3길 
592772, 중구 문화동 
596271, 무학로37안길 
597157, 안지랑로8길 
599195, 조야동(무태조야동)
599471, >상인 
599601, 신암남로 
599614, 신암북로 
600430, 달구벌대로243길 
600682, 경대로27길 
601921, 평화로 
604093, 침산남로9길 
604852, 용학로
607523, 옥포면 강림리
609048, 수밭길 
610552, 비슬로550길 
615267, 방촌동(해안동)
615829, 북내동
619241, 대명서2길 
620334, 5번출구 대구2호선 
622024, 장전3길 
626325, 봉덕초등길 
626947, 동대구로59길 
627923, 수성구 사월동 
630486, 옥산로7길 
630801, 화랑로36길 
631200, 달서구 신당동 
639029, 명덕로16길 
640851, 화랑로80길 
642559, 월곡로100길 
642957, 비산점 
644866, 현충로7길 
644897, 장기로12길 
647241, 양지로
649158, 신암1동 
649762, 북구 사수동 
649949, 방촌로1길 
652859, 평광동 
653695, 명덕로36길 
657508, 성지로 
657775, 선원로37북길 
660744, 국채보상로123길 
663699, 도남동 
665307, 중앙대로
667604, 대봉로
668046, 논공읍 논공로5길
668056, 남산로
668170, 다사읍 서재로
668178, 종로
668345, 안심로22길
668383, 현충로
668537, 칠성남로37길
668974, 입석로
669016, 효목로
669059, 당산로
669111, 다사읍 세천본길
669160, 팔공산로185길
669410, 상화북로
669639, 팔달로
671897, 진천로
675159, 약령길
675211, 구마로52길 
675654, 1037-9 
675718, 파도고개로
676001, 계명1길 
676767, 황금2동 
677123, 월배로83길 
679953, 신평로 
680243, 서변로23길 
680354, 중구 대봉동 
680500, 파동로 
681441, 칠곡중앙대로북53길
683268, 희망로
683327, 서성로 
683686, 들안로52길 
683740, 2011-1 
684144, 국채보상로149길 
684313, 고산로 
684525, 달서구 파호동 
686562, 달구벌대로418길 
686595, 둔산로
687246, 평리로35길 
687331, 안심로
687470, 매천로21길 
687475, 현풍읍 테크노북로2길
688833, 칠성남로
690313, 중흥로10길 
690600, 명덕로
690658, 동성로1길 
690744, 명덕시장길
690828, 신천동로
690833, 팔공로
690953, 국채보상로
691320, 관음중앙로 
691576, 중구 남산동 
691884, 첨복로 
692173, 구마로
692428, 국채보상로67길 
692602, 달구벌대로251길
694952, 월배로88길
695494, 상인1동 
696196, 팔거천동로
696417, 봉덕1동 
696929, 중앙대로38길 
697889, 안지랑로16길
698621, 월배로64길 
698896, 파도고개로3길
698902, 북비산로59길 
699187, 구마로26안길 
699716, 야외음악당로39길
699829, 월배로14길
699939, 범어천로
700505, 동구 신천동 
701729, 달구벌대로251안길 
702022, 수성못길
702159, 두류6길
702266, 두류공원로
702612, 안지랑로18길 
702882, 동대구로25길
702989, 효동로6길
703182, 달구벌대로199길 
703356, 입석점 
704176, 방촌로15길 
704219, 매자안길
704286, 상인서로 
705906, 월배로84안길 
706790, 대명동(대명3동) 
707295, 달구벌대로443길
707322, 월배로93길
707963, 팔공로25길 
709849, 만촌로8길 
710361, 만촌로32길 
710465, 지범로31길 
710794, 교동3길 
713570, 달구벌대로264안길 
713720, 국채보상로102길 
713791, 동부로22길 
713950, 대덕지점 
714255, 청수로31길
714840, 795-3 
717975, 조암로
719012, 달성공원로8길 
720798, 수성로12길 
721446, 달서구 두류동 
722965, 연암로4길 
723527, 북비산로76길 
724796, 용산서로 
724805, 침산3동 
724820, 성당로50길 
724866, 서대구로62길
724867, 미리샘길
724896, 두류1.2동 
725180, 국채보상로46길
725584, 동대구로12길
725899, 장전3길
726481, 중앙대로58길 
727094, 서대구로64안길 
727604, 달서로
728850, 국채보상로38길 
730802, 인산로 
733246, 와룡로43길 
733838, 국채보상로39길 
733886, 범안로4길 
735988, 구마로39길
736308, 월배로40길 
737787, 송현동3길 
737889, 유가읍 테크노대로
738170, 큰골길
738191, 국채보상로79길 
740191, 지범로39길 
740434, 포정동(성내1동)
741628, 동천로24길
741928, 성서동로66길 
743974, 구지면 수리리
744242, 안지랑로17길 
744338, 달서천로83길 
747389, 달서로20길 
749047, 이천로19길 
749621, 계명5길 
751460, 중앙대로22길
751660, 학남로 
751955, 현풍읍 테크노상업로2길
751995, 14 
752012, 칠곡중앙대로65길 
752566, 칠곡중앙대로53길 
753457, 용산서로
753712, 해동로
755447, 동화천로 
756742, 수성로58길
759176, 방촌로 
759187, 서구지회 
759259, 달서로16길 
760585, 북비산로74길 
761094, 446-1 
761096, 달성군 옥포읍 
763777, 12 
764909, 조야로14길 
767529, 7-8라인 
768291, 연암로
768716, 대명로53길
768911, 감삼길
769291, 미대동 
769343, 대명남로
771643, 지산로14길 
771669, 앞산순환로93길 
772145, 달구벌대로375길
774472, 관문시장4길
774699, 반야월로22길 
774749, 서성로
775048, 화랑로39길 
776403, 검단로
779720, 자유6길 
779995, 명륜로
781735, 대명서4길 
782035, 범물2동 
782601, (죽전점) 
783679, >>대명 
783795, 대명서6길 
785518, 침산남로13길
786502, 47-15>>상인 
786557, 와룡로53길 
787141, 이천로5길 
787378, 아양로11길 
791658, 문화회관6길 
791938, 갓바위로 
792017, 율하동로25길 
793883, 달구벌대로291길 
794195, 신천동로96길 
797074, 화랑로42길 
797314, 달서천로
798094, 태암로3길 
798456, 현충로15길 
798813, 지범로45길 
799258, 경상2길 
801315, 서대구로44길 
802512, 현충로27길 
805437, 평리로33길
805620, 달서구 이곡동 
807027, 효서길 
809070, 성당로33안길 
809289, 연암공원로 
809843, 달성군 다사읍 
809961, 반야월북로2길 
812377, 호산로 
812380, 봉덕점 
812857, 능성길 
813675, 중앙대로42길
813716, 신서동(안심3.4동)
813919, 달성공원로8길
814916, 상인점 
816659, 칠곡1동 
817327, 화랑로
818736, 상원로4길 
820122, 문화로14길 
820388, 원대로
820909, 국채보상로36길 
821438, 5번출구 >>칠곡 
824025, 이곡점 
824257, 팔거천동로4길 
824447, 엑스코로 
824502, 성당로47안길 
824552, 안지랑로15길 
824583, 명덕시장길 
824889, 수성구 수성동2가 
825025, 산격로6길 
825030, 와룡로5길 
825066, 용두2길 
825212, 효성로 
827591, 본사>>송현 
827675, 수성로37길 
828113, 명덕로30길 
828232, 비산동(비산1동) 
829153, 현풍읍 신기리
829302, 봉덕로
829478, 성당로18길 
829621, 아양로7길 
832371, 달서로34길
833038, 송현역지점 
835335, 42-9 
835339, 국채보상로20길
835788, 감삼북2길
836049, 신암점 
836779, 대명로36길 
837385, 서대구로42길 
837594, 수성로51길 
839334, 명륜로23길
840988, 원대동 
841265, 성서공단로15길
843579, 47-15 
844663, 대학로13길 
846854, 월배로40길
846988, 18-2 
847376, 성서동로62길
848484, 달구벌대로501길 
848723, 들안로32길
848833, 아양로9길 
851720, 국채보상로101길 
851850, 성서공단로11길 
852875, 당산로21길 
852993, 월성로
854788, (대구) 
855116, 두류공원로12길
855871, 대명복개로3길 
858521, 봉덕로 
858720, 북구 복현동 
858761, 산격1동 
858924, 신암남로27길 
859172, 비산동(비산4동) 
859225, 대봉로18길 
862064, 대현남로서4길 
862276, 통학로49길 
862319, 연암공원로14길 
862960, 공평로10길 
863275, 대천로 
865927, 한강로
866106, 두류남4길 
866234, 동덕로8길 
866946, 대현로9길 
867394, 현충로1길 
867466, 계대동문로3안길 
868040, 관음동로13길 
868139, 달구벌대로446길
869615, 갈밭로
869841, 동촌역사로3길 
870179, 용학로44길 
871493, 대현남로4길 
871763, 26-5>>대명 
873630, 성서공단로15길 
873794, 명덕로28길
877319, >>신암 
877880, 범안로16길
877904, 이천로32길
878761, 신매로4길 
879206, 광덕시장북길 
880896, 달서구 용산동 
881417, 한실로6길
882088, 중앙대로29길 
885120, 구지면 가천리
888335, 통학로40길 
889378, 달성공원로5길 
890549, 두류남6길 
892446, 성서공단남로
892466, 다사읍 달구벌대로109길
892553, 달서천로87길
893087, 대경6길
893535, 동대구로55길
893567, 칠곡중앙대로91길
893667, 신천동로 
893752, 서대구로42길
893805, 다사읍 왕선로
894338, 성당1동 
894431, 다사읍 대실역남로4길
894484, 무학로11길 
896280, 동성로 
896555, 반야월북로57길 
897717, 신암3동 
901547, 큰장로 
903565, 상화로7길 
903730, 상화로
903957, 대구체육관로 
905141, 대현남로2길
906235, 신평로16길 
915394, 청수로26길 
916236, 353-5>>불로동 
919734, 한실로 
920696, 221 
921082, 구지면 목단리
922398, 칠곡3동 
922477, 동성로2길 
923181, 파동로25길 
923929, 대명로36길
924122, 비슬로 
926145, 신매로
926201, 중흥로16길 
926771, 야외음악당로
926953, 서성로2가
928019, 들안로42안길 
929983, 효목동(효목2동) 
931249, 연암공원로20길 
938659, 평리로
940272, 2-4 
942088, 대구2호선>>만촌 
943514, 율하동로23길
943841, 353-5 
947040, 월배로28길 
950128, 43-6>>남산 
950509, 통학로28길 
950685, 동인1.2.4가동 
952781, 43-6 
953248, 호반길 
953256, 5 
954060, 대천로
954074, 감삼길 
954832, 동부로24길 
958535, 지하580 
964410, 수성구 만촌동 
965418, 범어로18길 
965444, 대명천로45길 
965991, 안심2동 
966171, 와룡로72길 
968487, 대학로25길 
969527, 노변로 
972378, 야외음악당로39길 
976366, (대구지점) 
977966, 월성2동 
979089, 화랑로2길
981073, 칠곡중앙대로128길 
981241, 신암남로27길
983179, 파도고개로 
983247, 명륜로 
983816, 평리6동
986720, 범어3동 
987652, 학정로109길 
991986, 상화로5길 
992545, 다사읍 달천리
992982, 동덕로30길 
994330, 현충로46길 
994704, 수성못2길 
995756, 명천로 
998214, 와룡로
998524, 성북로 
998640, 국채보상로61안길 
1002297, 461 
1005868, 큰장로
1009423, 812-1 
1014249, 달서구 대천동 
1017096, 금호강변로 
1018245, 노변공원로 
1018628, 북비산로29길 
1018712, 중흥로4길 
1019315, 두류남7길 
1021014, 달서로5길 
1021338, 연경지묘로 
1030046, 월배로85길
1030381, (남구지회회장) 
1033282, 장전1길 
1033986, 국채보상로75길 
1037084, 두류공원로5길 
1041108, 달구벌대로495길 
1041276, 호국로39길 
1041644, 재마루1길 
1041786, 들안로28길 
1043351, 중앙대로48길 
1047540, 두류남3길 
1048123, 남산로3안길 
1048374, 현풍읍 지리
1049755, 북비산로72길
1050819, 45-6 
1054614, 고성북로 
1058330, 조암로6길 
1058422, 무열로39길 
1062654, 신천동(신천1.2동)
1063166, 동변동(무태조야동)
1063370, 선원로57길
1063818, 동대구로99길
1064806, 558-3 
1064809, 남산3동 
1066299, 새방로3길 
1066319, 동구 방촌동 
1068356, 침산로21길
1070049, 매천동(관문동)
1070929, 서변로 
1073901, 대림동(안심3동)
1075057, 신천3동 
1078282, 큰골5길
1078794, 북비산로53길 
1081956, 방천로1길 
1082975, 논공읍 상리
1083001, 남산1동 
1083246, 237 
1088876, 신천동로52길 
1088955, 오봉로 
1092575, 노곡로3길 
1094524, 선원남로
1094708, 조암남로 
1095077, 이곡공원로1길 
1097017, ktx 
1097332, 와룡로9길 
1100003, 월곡로53동길
1107605, 달구벌대로526길 
1108177, 칠곡중앙대로71길
1112458, 서대구로5길 
1115760, 들안로33길 
1116238, 앞산순환로79길 
1117199, 중흥로8길
1119172, 구암로21길 
1119361, 명덕로2길
1119844, 태암로1길 
1120326, 공경로3길 
1120572, 지범로17길 
1120675, 현충로18길 
1121133, 현충로50길 
1122983, 해동로6길 
1123769, 선원남로20길 
1126323, 범안로16길 
1126534, 달구벌대로301길 
1126541, 평리로83길 
1135884, 감삼남2길 
1138258, 용두길
1138718, 문화회관11안길 
1142135, 무학로23길
1142749, 167-1 
1145553, 주좌길 
1147909, 달서구 대곡동 
1148983, 서촌로23길 
1154446, 중앙대로30길 
1161056, 대구호산점 
1161333, 동성로5길
1161335, 중앙대로81길
1161336, 논공읍 위천1길
1161554, 동성로3가(성내2동)
1164669, 월배로84길 
1165087, 무학로21안길 
1166114, 들안로29길 
1166628, 앞산순환로95길 
1169808, 야외음악당로41안길 
