,출발지 행정동,월,주,요일,평균배차시간(초)
254,가창면,9,37,0,1647.2
255,가창면,9,37,1,1394.0
256,가창면,9,37,2,2189.8888888888887
257,가창면,9,37,3,803.6666666666666
258,가창면,9,37,4,1129.1538461538462
259,가창면,9,37,5,2636.5
260,가창면,9,37,6,2176.2
261,가창면,9,38,0,1747.888888888889
262,가창면,9,38,1,1765.3333333333333
263,가창면,9,38,2,2336.222222222222
264,가창면,9,38,3,1964.0
265,가창면,9,38,4,1844.9
266,가창면,9,38,5,1157.111111111111
267,가창면,9,38,6,2171.181818181818
268,가창면,9,39,0,301.0
269,가창면,9,39,1,1977.625
270,가창면,9,39,2,1943.5
271,가창면,9,39,3,1051.2857142857142
272,가창면,9,39,4,1122.3333333333333
273,가창면,9,39,5,500.25
274,가창면,10,39,6,1369.0
275,가창면,10,40,0,771.625
276,가창면,10,40,1,593.5
277,가창면,10,40,2,1429.3333333333333
278,가창면,10,40,3,1759.0
279,가창면,10,40,4,1659.4666666666667
280,가창면,10,40,5,872.4666666666667
281,가창면,10,40,6,2108.0
282,가창면,10,41,0,1476.5454545454545
283,가창면,10,41,1,2304.5
284,가창면,10,41,2,1202.857142857143
285,가창면,10,41,3,1502.5
286,가창면,10,41,4,1153.5555555555557
287,가창면,10,41,5,1157.2
288,가창면,10,41,6,639.875
289,가창면,10,42,0,1919.111111111111
290,가창면,10,42,1,778.25
291,가창면,10,42,2,1096.2222222222222
292,가창면,10,42,3,1155.2
293,가창면,10,42,4,1315.25
294,가창면,10,42,5,1647.125
295,가창면,10,42,6,1284.3333333333333
296,가창면,10,43,0,1101.1818181818182
297,가창면,10,43,1,1764.0
298,가창면,10,43,2,1497.5
299,가창면,10,43,3,3073.5
300,가창면,10,43,4,1512.357142857143
301,가창면,10,43,5,1837.3333333333333
302,가창면,10,43,6,1081.3333333333333
303,가창면,10,44,0,1861.0
304,가창면,10,44,1,1183.0
305,가창면,11,44,2,1389.4444444444443
306,가창면,11,44,3,1225.7
307,가창면,11,44,4,1341.857142857143
308,가창면,11,44,5,2121.6666666666665
309,가창면,11,44,6,1810.5
310,가창면,11,45,0,641.2857142857143
311,가창면,11,45,1,1078.3333333333333
312,가창면,11,45,2,1304.0
313,가창면,11,45,3,2371.0
314,가창면,11,45,4,971.0769230769231
315,가창면,11,45,5,1293.4
316,가창면,11,45,6,2068.4
317,가창면,11,46,0,1595.3333333333333
318,가창면,11,46,1,1660.2
319,가창면,11,46,2,1953.25
320,가창면,11,46,3,2381.5
321,가창면,11,46,4,941.4444444444445
322,가창면,11,46,5,956.1428571428571
323,가창면,11,46,6,1621.4
324,가창면,11,47,0,1250.375
325,가창면,11,47,1,2066.8571428571427
326,가창면,11,47,2,1191.0
327,가창면,11,47,3,1635.0
328,가창면,11,47,4,1679.2
329,가창면,11,47,5,1449.5555555555557
330,가창면,11,47,6,1391.6666666666667
331,가창면,11,48,0,1313.375
332,가창면,11,48,1,1534.5
333,가창면,11,48,2,1176.25
334,가창면,11,48,3,1178.0
335,가창면,12,48,4,1484.5
336,가창면,12,48,5,1975.5555555555557
337,가창면,12,48,6,829.8
338,가창면,12,49,0,1096.090909090909
339,가창면,12,49,1,897.3333333333334
340,가창면,12,49,2,1438.857142857143
341,가창면,12,49,3,1568.25
342,가창면,12,49,4,1215.875
343,가창면,12,49,5,1506.3636363636363
344,가창면,12,49,6,2164.6666666666665
345,가창면,12,50,0,1091.5
346,가창면,12,50,1,1243.857142857143
347,가창면,12,50,2,1807.6666666666667
348,가창면,12,50,3,2017.0
349,가창면,12,50,4,1492.6363636363637
350,가창면,12,50,5,1688.9
351,가창면,12,50,6,1521.7142857142858
352,가창면,12,51,0,1198.8333333333333
353,가창면,12,51,1,1409.4166666666667
354,가창면,12,51,2,1851.0
355,가창면,12,51,3,2899.5
356,가창면,12,51,4,1085.5
357,가창면,12,51,5,1135.4
358,가창면,12,51,6,2014.111111111111
359,가창면,12,52,0,876.375
360,가창면,12,52,1,1534.0
361,가창면,12,52,2,1812.888888888889
362,가창면,12,52,3,1516.7777777777778
363,가천리,9,39,3,3.0
364,가천리,10,43,1,2740.0
365,가호리,6,26,2,27.0
366,감삼동,1,1,0,474.8076923076923
367,감삼동,1,1,1,582.1136363636364
368,감삼동,1,1,2,544.4285714285714
369,감삼동,1,1,3,583.5675675675676
370,감삼동,1,1,4,603.8823529411765
371,감삼동,1,1,5,584.2666666666667
372,감삼동,1,1,6,716.0952380952381
373,감삼동,1,2,0,658.0357142857143
374,감삼동,1,2,1,589.921052631579
375,감삼동,1,2,2,885.8529411764706
376,감삼동,1,2,3,607.0645161290323
377,감삼동,1,2,4,869.9142857142857
378,감삼동,1,2,5,490.1666666666667
379,감삼동,1,2,6,625.9473684210526
380,감삼동,1,3,0,880.72
381,감삼동,1,3,1,749.7567567567568
382,감삼동,1,3,2,665.8064516129032
383,감삼동,1,3,3,800.4736842105264
384,감삼동,1,3,4,643.3928571428571
385,감삼동,1,3,5,506.57142857142856
386,감삼동,1,3,6,1497.0
387,감삼동,1,4,0,601.6190476190476
388,감삼동,1,4,1,476.32142857142856
389,감삼동,1,4,2,468.24242424242425
390,감삼동,1,4,3,644.5961538461538
391,감삼동,1,4,4,718.9722222222222
392,감삼동,1,4,5,557.1428571428571
393,감삼동,1,4,6,552.4
394,감삼동,1,5,0,644.3142857142857
395,감삼동,1,5,1,609.6756756756756
396,감삼동,1,52,6,811.2352941176471
397,감삼동,2,5,2,723.0888888888888
398,감삼동,2,5,3,537.9047619047619
399,감삼동,2,5,4,598.2888888888889
400,감삼동,2,5,5,567.15625
401,감삼동,2,5,6,544.8823529411765
402,감삼동,2,6,0,620.6122448979592
403,감삼동,2,6,1,473.8
404,감삼동,2,6,2,600.1304347826087
405,감삼동,2,6,3,670.0263157894736
406,감삼동,2,6,4,614.7068965517242
407,감삼동,2,6,5,470.93023255813955
408,감삼동,2,6,6,490.7368421052632
409,감삼동,2,7,0,613.8222222222222
410,감삼동,2,7,1,579.3269230769231
411,감삼동,2,7,2,801.304347826087
412,감삼동,2,7,3,671.2307692307693
413,감삼동,2,7,4,653.7884615384615
414,감삼동,2,7,5,525.2439024390244
415,감삼동,2,7,6,749.3478260869565
416,감삼동,2,8,0,713.0930232558139
417,감삼동,2,8,1,523.2888888888889
418,감삼동,2,8,2,601.060606060606
419,감삼동,2,8,3,720.2777777777778
420,감삼동,2,8,4,626.6
421,감삼동,2,8,5,568.074074074074
422,감삼동,2,8,6,608.8333333333334
423,감삼동,2,9,0,587.8181818181819
424,감삼동,2,9,1,756.0980392156863
425,감삼동,3,9,2,581.1724137931035
426,감삼동,3,9,3,951.2105263157895
427,감삼동,3,9,4,664.46
428,감삼동,3,9,5,591.9302325581396
429,감삼동,3,9,6,592.7272727272727
430,감삼동,3,10,0,775.3846153846154
431,감삼동,3,10,1,665.8163265306123
432,감삼동,3,10,2,780.972972972973
433,감삼동,3,10,3,734.7575757575758
434,감삼동,3,10,4,1121.1632653061224
435,감삼동,3,10,5,606.8604651162791
436,감삼동,3,10,6,545.0
437,감삼동,3,11,0,759.3333333333334
438,감삼동,3,11,1,639.2340425531914
439,감삼동,3,11,2,774.7567567567568
440,감삼동,3,11,3,840.0645161290323
441,감삼동,3,11,4,643.6388888888889
442,감삼동,3,11,5,650.0384615384615
443,감삼동,3,11,6,810.2592592592592
444,감삼동,3,12,0,936.2222222222222
445,감삼동,3,12,1,604.3636363636364
446,감삼동,3,12,2,1057.4358974358975
447,감삼동,3,12,3,902.5714285714286
448,감삼동,3,12,4,880.9019607843137
449,감삼동,3,12,5,577.3548387096774
450,감삼동,3,12,6,991.8260869565217
451,감삼동,3,13,0,1056.6296296296296
452,감삼동,3,13,1,671.7647058823529
453,감삼동,3,13,2,833.8444444444444
454,감삼동,3,13,3,889.7021276595744
455,감삼동,3,13,4,985.0
456,감삼동,4,13,5,670.0769230769231
457,감삼동,4,13,6,723.4545454545455
458,감삼동,4,14,0,867.7407407407408
459,감삼동,4,14,1,577.4
460,감삼동,4,14,2,617.0227272727273
461,감삼동,4,14,3,885.5555555555555
462,감삼동,4,14,4,732.1851851851852
463,감삼동,4,14,5,580.8139534883721
464,감삼동,4,14,6,998.1
465,감삼동,4,15,0,716.3409090909091
466,감삼동,4,15,1,773.75
467,감삼동,4,15,2,744.4634146341464
468,감삼동,4,15,3,648.2631578947369
469,감삼동,4,15,4,633.5555555555555
470,감삼동,4,15,5,837.8055555555555
471,감삼동,4,15,6,738.3684210526316
472,감삼동,4,16,0,827.7115384615385
473,감삼동,4,16,1,636.2352941176471
474,감삼동,4,16,2,935.5090909090909
475,감삼동,4,16,3,941.5142857142857
476,감삼동,4,16,4,945.7441860465116
477,감삼동,4,16,5,740.1891891891892
478,감삼동,4,16,6,594.56
479,감삼동,4,17,0,771.72
480,감삼동,4,17,1,999.3589743589744
481,감삼동,4,17,2,775.6785714285714
482,감삼동,4,17,3,688.8055555555555
483,감삼동,4,17,4,863.0869565217391
484,감삼동,4,17,5,829.9032258064516
485,감삼동,4,17,6,884.65
486,감삼동,5,18,0,606.125
487,감삼동,5,18,1,790.0943396226415
488,감삼동,5,18,2,1056.62
489,감삼동,5,18,3,931.3333333333334
490,감삼동,5,18,4,560.9166666666666
491,감삼동,5,18,5,742.8518518518518
492,감삼동,5,18,6,733.5
493,감삼동,5,19,0,1049.3541666666667
494,감삼동,5,19,1,829.5185185185185
495,감삼동,5,19,2,993.5945945945946
496,감삼동,5,19,3,978.7142857142857
497,감삼동,5,19,4,713.3809523809524
498,감삼동,5,19,5,760.7291666666666
499,감삼동,5,19,6,1130.076923076923
500,감삼동,5,20,0,910.063829787234
501,감삼동,5,20,1,692.8125
502,감삼동,5,20,2,1108.25
503,감삼동,5,20,3,1244.3589743589744
504,감삼동,5,20,4,951.074074074074
505,감삼동,5,20,5,861.9459459459459
506,감삼동,5,20,6,737.6923076923077
507,감삼동,5,21,0,916.68
508,감삼동,5,21,1,633.7631578947369
509,감삼동,5,21,2,933.5957446808511
510,감삼동,5,21,3,896.2903225806451
511,감삼동,5,21,4,746.42
512,감삼동,5,21,5,826.6060606060606
513,감삼동,5,21,6,884.1153846153846
514,감삼동,5,22,0,511.5769230769231
515,감삼동,5,22,1,781.3913043478261
516,감삼동,5,22,2,1072.8974358974358
517,감삼동,6,22,3,674.8636363636364
518,감삼동,6,22,4,866.3023255813954
519,감삼동,6,22,5,722.25
520,감삼동,6,22,6,771.9166666666666
521,감삼동,6,23,0,976.2666666666667
522,감삼동,6,23,1,556.9
523,감삼동,6,23,2,1364.4285714285713
524,감삼동,6,23,3,901.7560975609756
525,감삼동,6,23,4,906.695652173913
526,감삼동,6,23,5,802.6428571428571
527,감삼동,6,23,6,651.9
528,감삼동,6,24,0,877.1538461538462
529,감삼동,6,24,1,1055.2307692307693
530,감삼동,6,24,2,831.8222222222222
531,감삼동,6,24,3,959.8604651162791
532,감삼동,6,24,4,821.5
533,감삼동,6,24,5,821.0
534,감삼동,6,24,6,817.7777777777778
535,감삼동,6,25,0,761.58
536,감삼동,6,25,1,1123.8
537,감삼동,6,25,2,939.1627906976744
538,감삼동,6,25,3,932.1891891891892
539,감삼동,6,25,4,1069.404255319149
540,감삼동,6,25,5,666.2647058823529
541,감삼동,6,25,6,842.05
542,감삼동,6,26,0,1088.111111111111
543,감삼동,6,26,1,684.8936170212766
544,감삼동,6,26,2,1399.2
545,감삼동,6,26,3,1223.9666666666667
546,감삼동,6,26,4,1202.3255813953488
547,감삼동,7,26,5,505.35135135135135
548,감삼동,7,26,6,614.75
549,감삼동,7,27,0,937.530612244898
550,감삼동,7,27,1,734.3958333333334
551,감삼동,7,27,2,716.575
552,감삼동,7,27,3,779.7297297297297
553,감삼동,7,27,4,825.1666666666666
554,감삼동,7,27,5,613.5925925925926
555,감삼동,7,27,6,679.4642857142857
556,감삼동,7,28,0,822.9767441860465
557,감삼동,7,28,1,791.2432432432432
558,감삼동,7,28,2,648.4897959183673
559,감삼동,7,28,3,792.8484848484849
560,감삼동,7,28,4,750.8787878787879
561,감삼동,7,28,5,938.6153846153846
562,감삼동,7,28,6,509.42105263157896
563,감삼동,7,29,0,680.0285714285715
564,감삼동,7,29,1,924.2083333333334
565,감삼동,7,29,2,685.3333333333334
566,감삼동,7,29,3,1036.948717948718
567,감삼동,7,29,4,735.7111111111111
568,감삼동,7,29,5,704.2222222222222
569,감삼동,7,29,6,582.4193548387096
570,감삼동,7,30,0,730.6279069767442
571,감삼동,7,30,1,633.9024390243902
572,감삼동,7,30,2,948.390243902439
573,감삼동,7,30,3,852.8
574,감삼동,7,30,4,797.9268292682926
575,감삼동,7,30,5,779.52
576,감삼동,7,30,6,599.4782608695652
577,감삼동,7,31,0,819.4047619047619
578,감삼동,8,31,1,775.3783783783783
579,감삼동,8,31,2,673.1944444444445
580,감삼동,8,31,3,867.027027027027
581,감삼동,8,31,4,593.8333333333334
582,감삼동,8,31,5,552.6666666666666
583,감삼동,8,31,6,539.3809523809524
584,감삼동,8,32,0,862.56
585,감삼동,8,32,1,768.0666666666667
586,감삼동,8,32,2,1152.7567567567567
587,감삼동,8,32,3,689.9047619047619
588,감삼동,8,32,4,984.7254901960785
589,감삼동,8,32,5,634.4666666666667
590,감삼동,8,32,6,675.6521739130435
591,감삼동,8,33,0,898.6739130434783
592,감삼동,8,33,1,667.2083333333334
593,감삼동,8,33,2,812.7321428571429
594,감삼동,8,33,3,604.225
595,감삼동,8,33,4,868.2682926829268
596,감삼동,8,33,5,702.6774193548387
597,감삼동,8,33,6,767.4375
598,감삼동,8,34,0,1178.0232558139535
599,감삼동,8,34,1,1064.595744680851
600,감삼동,8,34,2,872.5581395348837
601,감삼동,8,34,3,981.025641025641
602,감삼동,8,34,4,1164.530612244898
603,감삼동,8,34,5,773.8571428571429
604,감삼동,8,34,6,512.4814814814815
605,감삼동,8,35,0,967.7446808510638
606,감삼동,8,35,1,974.1538461538462
607,감삼동,8,35,2,1152.4193548387098
608,감삼동,8,35,3,1216.6976744186047
609,감삼동,9,35,4,938.4883720930233
610,감삼동,9,35,5,742.1794871794872
611,감삼동,9,35,6,754.2333333333333
612,감삼동,9,36,0,897.48
613,감삼동,9,36,1,1072.0
614,감삼동,9,36,2,1166.8139534883721
615,감삼동,9,36,3,1214.0689655172414
616,감삼동,9,36,4,953.952380952381
617,감삼동,9,36,5,853.3939393939394
618,감삼동,9,36,6,732.0
619,감삼동,9,37,0,1077.9142857142858
620,감삼동,9,37,1,972.0294117647059
621,감삼동,9,37,2,929.8444444444444
622,감삼동,9,37,3,972.4
623,감삼동,9,37,4,818.5121951219512
624,감삼동,9,37,5,1229.9642857142858
625,감삼동,9,37,6,722.7407407407408
626,감삼동,9,38,0,843.5102040816327
627,감삼동,9,38,1,951.2564102564103
628,감삼동,9,38,2,1371.5
629,감삼동,9,38,3,790.8
630,감삼동,9,38,4,1320.5128205128206
631,감삼동,9,38,5,821.8823529411765
632,감삼동,9,38,6,1022.2857142857143
633,감삼동,9,39,0,905.7567567567568
634,감삼동,9,39,1,1481.9
635,감삼동,9,39,2,1160.675
636,감삼동,9,39,3,762.16
637,감삼동,9,39,4,888.9230769230769
638,감삼동,9,39,5,539.0555555555555
639,감삼동,10,39,6,550.625
640,감삼동,10,40,0,698.1764705882352
641,감삼동,10,40,1,448.43333333333334
642,감삼동,10,40,2,868.2941176470588
643,감삼동,10,40,3,761.9473684210526
644,감삼동,10,40,4,944.8409090909091
645,감삼동,10,40,5,543.0833333333334
646,감삼동,10,40,6,733.0
647,감삼동,10,41,0,584.074074074074
648,감삼동,10,41,1,737.9767441860465
649,감삼동,10,41,2,1104.0576923076924
650,감삼동,10,41,3,1286.911111111111
651,감삼동,10,41,4,1176.862745098039
652,감삼동,10,41,5,1012.3888888888889
653,감삼동,10,41,6,1264.7222222222222
654,감삼동,10,42,0,1113.657894736842
655,감삼동,10,42,1,1013.2619047619048
656,감삼동,10,42,2,1213.6756756756756
657,감삼동,10,42,3,708.2391304347826
658,감삼동,10,42,4,1084.75
659,감삼동,10,42,5,1102.8235294117646
660,감삼동,10,42,6,639.9166666666666
661,감삼동,10,43,0,820.6153846153846
662,감삼동,10,43,1,1014.3
663,감삼동,10,43,2,806.875
664,감삼동,10,43,3,1513.2820512820513
665,감삼동,10,43,4,992.3653846153846
666,감삼동,10,43,5,776.9375
667,감삼동,10,43,6,968.28125
668,감삼동,10,44,0,967.4651162790698
669,감삼동,10,44,1,627.8035714285714
670,감삼동,11,44,2,864.5581395348837
671,감삼동,11,44,3,858.6571428571428
672,감삼동,11,44,4,810.0652173913044
673,감삼동,11,44,5,832.0
674,감삼동,11,44,6,860.8235294117648
675,감삼동,11,45,0,793.4285714285714
676,감삼동,11,45,1,990.0
677,감삼동,11,45,2,991.9024390243902
678,감삼동,11,45,3,964.974358974359
679,감삼동,11,45,4,757.5849056603773
680,감삼동,11,45,5,765.6969696969697
681,감삼동,11,45,6,706.45
682,감삼동,11,46,0,909.2222222222222
683,감삼동,11,46,1,906.3695652173913
684,감삼동,11,46,2,822.6176470588235
685,감삼동,11,46,3,991.0967741935484
686,감삼동,11,46,4,772.8085106382979
687,감삼동,11,46,5,844.5
688,감삼동,11,46,6,783.2608695652174
689,감삼동,11,47,0,841.3720930232558
690,감삼동,11,47,1,1033.7758620689656
691,감삼동,11,47,2,1418.0222222222221
692,감삼동,11,47,3,661.3235294117648
693,감삼동,11,47,4,932.5102040816327
694,감삼동,11,47,5,812.5833333333334
695,감삼동,11,47,6,1041.7
696,감삼동,11,48,0,778.2380952380952
697,감삼동,11,48,1,730.7916666666666
698,감삼동,11,48,2,945.9148936170212
699,감삼동,11,48,3,776.975
700,감삼동,12,48,4,868.1063829787234
701,감삼동,12,48,5,834.5
702,감삼동,12,48,6,1302.9615384615386
703,감삼동,12,49,0,1091.8108108108108
704,감삼동,12,49,1,741.7843137254902
705,감삼동,12,49,2,919.0
706,감삼동,12,49,3,783.95
707,감삼동,12,49,4,756.7017543859649
708,감삼동,12,49,5,806.8378378378378
709,감삼동,12,49,6,1001.6666666666666
710,감삼동,12,50,0,1274.9354838709678
711,감삼동,12,50,1,853.0697674418604
712,감삼동,12,50,2,1195.1176470588234
