,출발지 행정동,월,주,요일,평균배차시간(초)
12790,대신동,8,32,6,683.40625
12791,대신동,8,33,0,1182.0666666666666
12792,대신동,8,33,1,703.7941176470588
12793,대신동,8,33,2,1166.92
12794,대신동,8,33,3,1283.1290322580646
12795,대신동,8,33,4,1630.6296296296296
12796,대신동,8,33,5,1167.0882352941176
12797,대신동,8,33,6,955.7777777777778
12798,대신동,8,34,0,1510.2413793103449
12799,대신동,8,34,1,1138.341463414634
12800,대신동,8,34,2,1337.1351351351352
12801,대신동,8,34,3,1422.5217391304348
12802,대신동,8,34,4,1341.7575757575758
12803,대신동,8,34,5,1111.0645161290322
12804,대신동,8,34,6,1171.125
12805,대신동,8,35,0,1379.9333333333334
12806,대신동,8,35,1,1227.3714285714286
12807,대신동,8,35,2,1219.2631578947369
12808,대신동,8,35,3,1679.9
12809,대신동,9,35,4,1376.8157894736842
12810,대신동,9,35,5,1285.8461538461538
12811,대신동,9,35,6,892.4117647058823
12812,대신동,9,36,0,1447.8387096774193
12813,대신동,9,36,1,929.2162162162163
12814,대신동,9,36,2,960.6428571428571
12815,대신동,9,36,3,1675.8125
12816,대신동,9,36,4,1385.9259259259259
12817,대신동,9,36,5,1251.9117647058824
12818,대신동,9,36,6,1132.7037037037037
12819,대신동,9,37,0,1713.52
12820,대신동,9,37,1,1091.9375
12821,대신동,9,37,2,1388.3846153846155
12822,대신동,9,37,3,1190.0263157894738
12823,대신동,9,37,4,1218.4074074074074
12824,대신동,9,37,5,1499.423076923077
12825,대신동,9,37,6,1114.3181818181818
12826,대신동,9,38,0,1084.5625
12827,대신동,9,38,1,1120.5714285714287
12828,대신동,9,38,2,1732.25
12829,대신동,9,38,3,1149.735294117647
12830,대신동,9,38,4,1325.032258064516
12831,대신동,9,38,5,1227.775
12832,대신동,9,38,6,1216.3214285714287
12833,대신동,9,39,0,1406.421052631579
12834,대신동,9,39,1,1780.142857142857
12835,대신동,9,39,2,2039.8
12836,대신동,9,39,3,563.7142857142857
12837,대신동,9,39,4,1003.0
12838,대신동,9,39,5,513.8333333333334
12839,대신동,10,39,6,678.55
12840,대신동,10,40,0,787.1379310344828
12841,대신동,10,40,1,624.25
12842,대신동,10,40,2,1428.55
12843,대신동,10,40,3,1137.90625
12844,대신동,10,40,4,1284.6969696969697
12845,대신동,10,40,5,1281.219512195122
12846,대신동,10,40,6,934.44
12847,대신동,10,41,0,942.7714285714286
12848,대신동,10,41,1,1507.92
12849,대신동,10,41,2,1129.5238095238096
12850,대신동,10,41,3,1333.861111111111
12851,대신동,10,41,4,1567.5172413793102
12852,대신동,10,41,5,887.3529411764706
12853,대신동,10,41,6,881.15
12854,대신동,10,42,0,1466.7407407407406
12855,대신동,10,42,1,1360.0
12856,대신동,10,42,2,1201.2173913043478
12857,대신동,10,42,3,942.6129032258065
12858,대신동,10,42,4,1370.5217391304348
12859,대신동,10,42,5,1181.4
12860,대신동,10,42,6,1035.3181818181818
12861,대신동,10,43,0,933.5
12862,대신동,10,43,1,1409.939393939394
12863,대신동,10,43,2,948.0
12864,대신동,10,43,3,1308.6451612903227
12865,대신동,10,43,4,1264.9032258064517
12866,대신동,10,43,5,1486.5
12867,대신동,10,43,6,1047.7894736842106
12868,대신동,10,44,0,1218.8461538461538
12869,대신동,10,44,1,1009.0
12870,대신동,11,44,2,1047.85
12871,대신동,11,44,3,1398.0869565217392
12872,대신동,11,44,4,1265.9666666666667
12873,대신동,11,44,5,672.96
12874,대신동,11,44,6,698.75
12875,대신동,11,45,0,945.2173913043479
12876,대신동,11,45,1,1092.2758620689656
12877,대신동,11,45,2,1322.9565217391305
12878,대신동,11,45,3,1302.92
12879,대신동,11,45,4,883.0769230769231
12880,대신동,11,45,5,1000.8846153846154
12881,대신동,11,45,6,1090.2962962962963
12882,대신동,11,46,0,893.6428571428571
12883,대신동,11,46,1,1193.3055555555557
12884,대신동,11,46,2,909.9285714285714
12885,대신동,11,46,3,1551.578947368421
12886,대신동,11,46,4,914.1666666666666
12887,대신동,11,46,5,1336.125
12888,대신동,11,46,6,1165.95
12889,대신동,11,47,0,1351.6969696969697
12890,대신동,11,47,1,1078.142857142857
12891,대신동,11,47,2,1268.36
12892,대신동,11,47,3,978.0
12893,대신동,11,47,4,1296.24
12894,대신동,11,47,5,1101.030303030303
12895,대신동,11,47,6,1070.5238095238096
12896,대신동,11,48,0,937.5
12897,대신동,11,48,1,1466.8214285714287
12898,대신동,11,48,2,1252.15
12899,대신동,11,48,3,885.52
12900,대신동,12,48,4,971.92
12901,대신동,12,48,5,1548.4375
12902,대신동,12,48,6,828.1
12903,대신동,12,49,0,1257.3846153846155
12904,대신동,12,49,1,1114.3666666666666
12905,대신동,12,49,2,1159.8333333333333
12906,대신동,12,49,3,973.2380952380952
12907,대신동,12,49,4,903.21875
12908,대신동,12,49,5,1252.4102564102564
12909,대신동,12,49,6,984.8095238095239
12910,대신동,12,50,0,1308.4
12911,대신동,12,50,1,1171.56
12912,대신동,12,50,2,1718.6666666666667
12913,대신동,12,50,3,1844.576923076923
12914,대신동,12,50,4,1238.4444444444443
12915,대신동,12,50,5,1206.6333333333334
12916,대신동,12,50,6,930.7777777777778
12917,대신동,12,51,0,1122.111111111111
12918,대신동,12,51,1,1293.0
12919,대신동,12,51,2,2302.913043478261
12920,대신동,12,51,3,1279.25
12921,대신동,12,51,4,1190.8947368421052
12922,대신동,12,51,5,1380.2
12923,대신동,12,51,6,999.9047619047619
12924,대신동,12,52,0,845.6923076923077
12925,대신동,12,52,1,1047.2173913043478
12926,대신동,12,52,2,1483.25
12927,대신동,12,52,3,1060.48
12928,대율리,7,26,6,1309.0
12929,대율리,7,27,6,2019.0
12930,대율리,7,28,4,1807.0
12931,대율리,7,28,6,2111.0
12932,대천리,7,27,3,1168.0
12933,대현동,1,1,0,494.0416666666667
12934,대현동,1,1,1,535.8235294117648
12935,대현동,1,1,2,730.6923076923077
12936,대현동,1,1,3,653.6470588235294
12937,대현동,1,1,4,684.8333333333334
12938,대현동,1,1,5,579.3076923076923
12939,대현동,1,1,6,1062.8
12940,대현동,1,2,0,760.0357142857143
12941,대현동,1,2,1,644.9629629629629
12942,대현동,1,2,2,805.1538461538462
12943,대현동,1,2,3,665.421052631579
12944,대현동,1,2,4,897.3103448275862
12945,대현동,1,2,5,596.125
12946,대현동,1,2,6,513.1428571428571
12947,대현동,1,3,0,973.5
12948,대현동,1,3,1,682.875
12949,대현동,1,3,2,591.44
12950,대현동,1,3,3,1032.0454545454545
12951,대현동,1,3,4,701.45
12952,대현동,1,3,5,619.0
12953,대현동,1,3,6,625.0
12954,대현동,1,4,0,709.6363636363636
12955,대현동,1,4,1,578.6363636363636
12956,대현동,1,4,2,693.7142857142857
12957,대현동,1,4,3,768.6470588235294
12958,대현동,1,4,4,630.4736842105264
12959,대현동,1,4,5,396.0
12960,대현동,1,4,6,1145.857142857143
12961,대현동,1,5,0,833.7931034482758
12962,대현동,1,5,1,599.32
12963,대현동,1,52,6,1136.0
12964,대현동,2,5,2,781.9130434782609
12965,대현동,2,5,3,533.7368421052631
12966,대현동,2,5,4,663.0909090909091
12967,대현동,2,5,5,476.0
12968,대현동,2,5,6,957.0
12969,대현동,2,6,0,615.1333333333333
12970,대현동,2,6,1,633.3809523809524
12971,대현동,2,6,2,663.5217391304348
12972,대현동,2,6,3,623.0588235294117
12973,대현동,2,6,4,597.2083333333334
12974,대현동,2,6,5,505.1111111111111
12975,대현동,2,6,6,776.2
12976,대현동,2,7,0,639.6521739130435
12977,대현동,2,7,1,683.1333333333333
12978,대현동,2,7,2,913.2173913043479
12979,대현동,2,7,3,701.2352941176471
12980,대현동,2,7,4,645.6785714285714
12981,대현동,2,7,5,629.5
12982,대현동,2,7,6,690.8888888888889
12983,대현동,2,8,0,741.0
12984,대현동,2,8,1,667.7142857142857
12985,대현동,2,8,2,870.7142857142857
12986,대현동,2,8,3,638.8076923076923
12987,대현동,2,8,4,603.8461538461538
12988,대현동,2,8,5,771.4666666666667
12989,대현동,2,8,6,778.2
12990,대현동,2,9,0,626.3846153846154
12991,대현동,2,9,1,640.925925925926
12992,대현동,3,9,2,627.2222222222222
12993,대현동,3,9,3,845.1111111111111
12994,대현동,3,9,4,677.8333333333334
12995,대현동,3,9,5,574.6875
12996,대현동,3,9,6,1007.4444444444445
12997,대현동,3,10,0,793.1111111111111
12998,대현동,3,10,1,661.4230769230769
12999,대현동,3,10,2,633.8
13000,대현동,3,10,3,702.0
13001,대현동,3,10,4,907.4444444444445
13002,대현동,3,10,5,901.1578947368421
13003,대현동,3,10,6,751.2352941176471
13004,대현동,3,11,0,813.0434782608696
13005,대현동,3,11,1,803.7037037037037
13006,대현동,3,11,2,1067.9722222222222
13007,대현동,3,11,3,769.5833333333334
13008,대현동,3,11,4,943.9375
13009,대현동,3,11,5,1040.1
13010,대현동,3,11,6,642.3076923076923
13011,대현동,3,12,0,803.4814814814815
13012,대현동,3,12,1,690.5217391304348
13013,대현동,3,12,2,1032.142857142857
13014,대현동,3,12,3,937.15
13015,대현동,3,12,4,1029.0434782608695
13016,대현동,3,12,5,722.0
13017,대현동,3,12,6,1028.5384615384614
13018,대현동,3,13,0,1033.7142857142858
13019,대현동,3,13,1,646.6086956521739
13020,대현동,3,13,2,854.7037037037037
13021,대현동,3,13,3,1199.2173913043478
13022,대현동,3,13,4,851.9
13023,대현동,4,13,5,712.7368421052631
13024,대현동,4,13,6,1082.5454545454545
13025,대현동,4,14,0,739.75
13026,대현동,4,14,1,729.28
13027,대현동,4,14,2,692.6315789473684
13028,대현동,4,14,3,980.25
13029,대현동,4,14,4,747.4230769230769
13030,대현동,4,14,5,856.375
13031,대현동,4,14,6,928.0
13032,대현동,4,15,0,739.8571428571429
13033,대현동,4,15,1,714.2962962962963
13034,대현동,4,15,2,876.65
13035,대현동,4,15,3,824.3
13036,대현동,4,15,4,704.2173913043479
13037,대현동,4,15,5,681.4545454545455
13038,대현동,4,15,6,1603.6666666666667
13039,대현동,4,16,0,675.1379310344828
13040,대현동,4,16,1,697.6842105263158
13041,대현동,4,16,2,1136.904761904762
13042,대현동,4,16,3,916.0
13043,대현동,4,16,4,738.0434782608696
13044,대현동,4,16,5,862.0625
13045,대현동,4,16,6,1318.4166666666667
13046,대현동,4,17,0,790.8421052631579
13047,대현동,4,17,1,852.44
13048,대현동,4,17,2,933.16
13049,대현동,4,17,3,949.875
13050,대현동,4,17,4,786.7826086956521
13051,대현동,4,17,5,616.0
13052,대현동,4,17,6,934.5
13053,대현동,5,18,0,623.3181818181819
13054,대현동,5,18,1,1152.4761904761904
13055,대현동,5,18,2,890.64
13056,대현동,5,18,3,1264.1904761904761
13057,대현동,5,18,4,701.6
13058,대현동,5,18,5,892.1428571428571
13059,대현동,5,18,6,616.2727272727273
13060,대현동,5,19,0,925.1666666666666
13061,대현동,5,19,1,1098.8695652173913
13062,대현동,5,19,2,1093.4666666666667
13063,대현동,5,19,3,728.0666666666667
13064,대현동,5,19,4,731.1052631578947
13065,대현동,5,19,5,591.3571428571429
13066,대현동,5,19,6,1296.875
13067,대현동,5,20,0,1431.6
13068,대현동,5,20,1,783.3076923076923
13069,대현동,5,20,2,711.4545454545455
13070,대현동,5,20,3,971.3333333333334
13071,대현동,5,20,4,741.5454545454545
13072,대현동,5,20,5,852.8095238095239
13073,대현동,5,20,6,1007.6
13074,대현동,5,21,0,955.0909090909091
13075,대현동,5,21,1,818.8928571428571
13076,대현동,5,21,2,805.8636363636364
13077,대현동,5,21,3,952.7647058823529
13078,대현동,5,21,4,798.24
13079,대현동,5,21,5,884.1764705882352
13080,대현동,5,21,6,975.3
13081,대현동,5,22,0,807.3333333333334
13082,대현동,5,22,1,919.0869565217391
13083,대현동,5,22,2,898.3333333333334
13084,대현동,6,22,3,819.3636363636364
13085,대현동,6,22,4,830.0952380952381
13086,대현동,6,22,5,724.8461538461538
13087,대현동,6,22,6,802.9444444444445
13088,대현동,6,23,0,1105.8333333333333
13089,대현동,6,23,1,464.26666666666665
13090,대현동,6,23,2,1034.9166666666667
13091,대현동,6,23,3,972.0
13092,대현동,6,23,4,815.8461538461538
13093,대현동,6,23,5,914.2692307692307
13094,대현동,6,23,6,715.8571428571429
13095,대현동,6,24,0,800.0882352941177
13096,대현동,6,24,1,949.8181818181819
13097,대현동,6,24,2,888.3181818181819
13098,대현동,6,24,3,1091.9333333333334
13099,대현동,6,24,4,940.1923076923077
13100,대현동,6,24,5,741.8461538461538
13101,대현동,6,24,6,1240.0714285714287
13102,대현동,6,25,0,767.0909090909091
13103,대현동,6,25,1,755.6363636363636
13104,대현동,6,25,2,787.5833333333334
13105,대현동,6,25,3,1138.8
13106,대현동,6,25,4,1019.0588235294117
13107,대현동,6,25,5,727.5
13108,대현동,6,25,6,1018.3333333333334
13109,대현동,6,26,0,949.55
13110,대현동,6,26,1,758.8333333333334
13111,대현동,6,26,2,1147.4285714285713
13112,대현동,6,26,3,1566.4375
13113,대현동,6,26,4,943.7272727272727
13114,대현동,7,26,5,733.0
13115,대현동,7,26,6,482.8888888888889
13116,대현동,7,27,0,831.92
13117,대현동,7,27,1,775.6521739130435
13118,대현동,7,27,2,699.2380952380952
13119,대현동,7,27,3,790.3333333333334
13120,대현동,7,27,4,1126.9444444444443
13121,대현동,7,27,5,879.4230769230769
13122,대현동,7,27,6,981.5384615384615
13123,대현동,7,28,0,857.5666666666667
13124,대현동,7,28,1,839.1666666666666
13125,대현동,7,28,2,782.0952380952381
13126,대현동,7,28,3,934.4444444444445
13127,대현동,7,28,4,1196.0833333333333
13128,대현동,7,28,5,1078.5238095238096
13129,대현동,7,28,6,956.7272727272727
13130,대현동,7,29,0,1027.3214285714287
13131,대현동,7,29,1,1050.3529411764705
13132,대현동,7,29,2,1045.5555555555557
13133,대현동,7,29,3,1042.0526315789473
13134,대현동,7,29,4,1006.5263157894736
13135,대현동,7,29,5,830.7777777777778
13136,대현동,7,29,6,655.1666666666666
13137,대현동,7,30,0,1133.28
13138,대현동,7,30,1,747.0434782608696
13139,대현동,7,30,2,1077.7894736842106
13140,대현동,7,30,3,693.16
13141,대현동,7,30,4,759.8095238095239
13142,대현동,7,30,5,634.2941176470588
13143,대현동,7,30,6,686.0
13144,대현동,7,31,0,1160.56
13145,대현동,8,31,1,1135.8
13146,대현동,8,31,2,602.0588235294117
13147,대현동,8,31,3,597.1428571428571
13148,대현동,8,31,4,613.0344827586207
13149,대현동,8,31,5,592.9285714285714
13150,대현동,8,31,6,563.0
13151,대현동,8,32,0,816.0322580645161
13152,대현동,8,32,1,839.047619047619
13153,대현동,8,32,2,863.2631578947369
13154,대현동,8,32,3,770.8
13155,대현동,8,32,4,746.52
13156,대현동,8,32,5,896.0555555555555
13157,대현동,8,32,6,691.1428571428571
13158,대현동,8,33,0,716.1666666666666
13159,대현동,8,33,1,593.8571428571429
13160,대현동,8,33,2,1196.5
13161,대현동,8,33,3,786.3870967741935
13162,대현동,8,33,4,1407.0
13163,대현동,8,33,5,917.85
13164,대현동,8,33,6,1096.2307692307693
13165,대현동,8,34,0,919.3214285714286
13166,대현동,8,34,1,748.0952380952381
13167,대현동,8,34,2,815.75
13168,대현동,8,34,3,888.0
13169,대현동,8,34,4,1173.375
13170,대현동,8,34,5,523.5238095238095
13171,대현동,8,34,6,1273.5384615384614
13172,대현동,8,35,0,1435.8148148148148
13173,대현동,8,35,1,811.3103448275862
13174,대현동,8,35,2,1019.2941176470588
13175,대현동,8,35,3,1128.5416666666667
13176,대현동,9,35,4,889.8846153846154
13177,대현동,9,35,5,475.8
13178,대현동,9,35,6,801.4444444444445
13179,대현동,9,36,0,962.6551724137931
13180,대현동,9,36,1,1106.6363636363637
13181,대현동,9,36,2,1226.3333333333333
13182,대현동,9,36,3,904.6896551724138
13183,대현동,9,36,4,1001.76
13184,대현동,9,36,5,671.72
13185,대현동,9,36,6,1245.6
13186,대현동,9,37,0,1117.032258064516
13187,대현동,9,37,1,1079.6
13188,대현동,9,37,2,1225.6818181818182
13189,대현동,9,37,3,1041.9285714285713
13190,대현동,9,37,4,970.65
13191,대현동,9,37,5,966.7647058823529
13192,대현동,9,37,6,883.5238095238095
13193,대현동,9,38,0,1340.7083333333333
13194,대현동,9,38,1,805.45
13195,대현동,9,38,2,1044.375
13196,대현동,9,38,3,1407.7727272727273
13197,대현동,9,38,4,1472.8947368421052
13198,대현동,9,38,5,1056.6666666666667
13199,대현동,9,38,6,1598.6
13200,대현동,9,39,0,1151.7272727272727
13201,대현동,9,39,1,1413.875
13202,대현동,9,39,2,1059.103448275862
13203,대현동,9,39,3,451.3333333333333
13204,대현동,9,39,4,745.6666666666666
13205,대현동,9,39,5,660.0
13206,대현동,10,39,6,716.3157894736842
13207,대현동,10,40,0,657.8125
13208,대현동,10,40,1,505.0
13209,대현동,10,40,2,911.8888888888889
13210,대현동,10,40,3,1163.5
13211,대현동,10,40,4,892.5217391304348
13212,대현동,10,40,5,736.578947368421
13213,대현동,10,40,6,960.9090909090909
13214,대현동,10,41,0,540.6666666666666
13215,대현동,10,41,1,1097.7619047619048
13216,대현동,10,41,2,897.5909090909091
13217,대현동,10,41,3,1012.0
13218,대현동,10,41,4,686.0
13219,대현동,10,41,5,1077.8333333333333
13220,대현동,10,41,6,931.6428571428571
13221,대현동,10,42,0,829.3809523809524
13222,대현동,10,42,1,831.1
13223,대현동,10,42,2,851.1578947368421
13224,대현동,10,42,3,869.074074074074
13225,대현동,10,42,4,978.0869565217391
13226,대현동,10,42,5,741.3809523809524
13227,대현동,10,42,6,872.9333333333333
13228,대현동,10,43,0,818.1875
13229,대현동,10,43,1,804.75
13230,대현동,10,43,2,1037.8260869565217
13231,대현동,10,43,3,1230.6538461538462
13232,대현동,10,43,4,850.5185185185185
13233,대현동,10,43,5,816.9333333333333
13234,대현동,10,43,6,1672.0
13235,대현동,10,44,0,929.3913043478261
13236,대현동,10,44,1,702.4375
13237,대현동,11,44,2,1260.5
13238,대현동,11,44,3,1104.9259259259259
13239,대현동,11,44,4,1068.7619047619048
13240,대현동,11,44,5,705.1666666666666
13241,대현동,11,44,6,1891.5
13242,대현동,11,45,0,834.125
13243,대현동,11,45,1,796.4333333333333
13244,대현동,11,45,2,761.8571428571429
13245,대현동,11,45,3,752.5217391304348
13246,대현동,11,45,4,769.7058823529412
13247,대현동,11,45,5,1249.5714285714287
13248,대현동,11,45,6,1445.142857142857
13249,대현동,11,46,0,914.5555555555555
13250,대현동,11,46,1,830.0
13251,대현동,11,46,2,1112.2631578947369
13252,대현동,11,46,3,818.1052631578947
13253,대현동,11,46,4,773.35
13254,대현동,11,46,5,1002.2666666666667
13255,대현동,11,46,6,879.0909090909091
13256,대현동,11,47,0,817.85
13257,대현동,11,47,1,938.2380952380952
13258,대현동,11,47,2,979.6538461538462
13259,대현동,11,47,3,900.44
13260,대현동,11,47,4,937.8333333333334
13261,대현동,11,47,5,852.8636363636364
13262,대현동,11,47,6,593.1111111111111
13263,대현동,11,48,0,1042.85
13264,대현동,11,48,1,959.1578947368421
13265,대현동,11,48,2,1006.4074074074074
13266,대현동,11,48,3,729.3684210526316
13267,대현동,12,48,4,841.7916666666666
13268,대현동,12,48,5,830.15
13269,대현동,12,48,6,788.1666666666666
13270,대현동,12,49,0,975.7916666666666
13271,대현동,12,49,1,877.9130434782609
13272,대현동,12,49,2,955.2380952380952
13273,대현동,12,49,3,1059.8333333333333
13274,대현동,12,49,4,1008.0454545454545
13275,대현동,12,49,5,943.5294117647059
13276,대현동,12,49,6,776.2
13277,대현동,12,50,0,1388.0
13278,대현동,12,50,1,760.0
13279,대현동,12,50,2,1081.85
13280,대현동,12,50,3,802.15
13281,대현동,12,50,4,908.7272727272727
13282,대현동,12,50,5,1090.952380952381
13283,대현동,12,50,6,981.0
13284,대현동,12,51,0,866.2380952380952
13285,대현동,12,51,1,1091.7619047619048
13286,대현동,12,51,2,1969.0
13287,대현동,12,51,3,877.7307692307693
13288,대현동,12,51,4,894.1304347826087
13289,대현동,12,51,5,689.7894736842105
13290,대현동,12,51,6,1115.3333333333333
13291,대현동,12,52,0,619.6470588235294
13292,대현동,12,52,1,910.5555555555555
13293,대현동,12,52,2,970.1111111111111
13294,대현동,12,52,3,1183.2916666666667
13295,도산리,7,27,3,2957.0
13296,도원동,1,1,0,528.8780487804878
13297,도원동,1,1,1,585.9
13298,도원동,1,1,2,575.7878787878788
13299,도원동,1,1,3,580.2380952380952
13300,도원동,1,1,4,703.1549295774648
13301,도원동,1,1,5,648.5588235294117
13302,도원동,1,1,6,491.82758620689657
13303,도원동,1,2,0,728.7441860465116
13304,도원동,1,2,1,573.3802816901408
13305,도원동,1,2,2,623.6129032258065
13306,도원동,1,2,3,612.0
13307,도원동,1,2,4,820.670731707317
13308,도원동,1,2,5,566.6888888888889
13309,도원동,1,2,6,623.1428571428571
13310,도원동,1,3,0,907.7166666666667
13311,도원동,1,3,1,856.0133333333333
13312,도원동,1,3,2,670.3461538461538
13313,도원동,1,3,3,711.1204819277109
13314,도원동,1,3,4,717.3076923076923
13315,도원동,1,3,5,501.88461538461536
13316,도원동,1,3,6,1296.1
13317,도원동,1,4,0,544.96875
13318,도원동,1,4,1,468.3478260869565
13319,도원동,1,4,2,476.4347826086956
13320,도원동,1,4,3,674.3239436619718
13321,도원동,1,4,4,574.8241758241758
13322,도원동,1,4,5,504.175
13323,도원동,1,4,6,860.074074074074
13324,도원동,1,5,0,615.0947368421052
13325,도원동,1,5,1,637.2
13326,도원동,1,52,6,912.9230769230769
13327,도원동,2,5,2,630.5945945945946
13328,도원동,2,5,3,791.2142857142857
13329,도원동,2,5,4,510.57954545454544
13330,도원동,2,5,5,707.2631578947369
13331,도원동,2,5,6,888.6969696969697
13332,도원동,2,6,0,767.4949494949495
13333,도원동,2,6,1,508.42857142857144
13334,도원동,2,6,2,595.4333333333333
13335,도원동,2,6,3,651.2674418604652
13336,도원동,2,6,4,669.4878048780488
13337,도원동,2,6,5,587.5116279069767
13338,도원동,2,6,6,707.5384615384615
13339,도원동,2,7,0,683.6022727272727
13340,도원동,2,7,1,535.5432098765432
13341,도원동,2,7,2,976.5744680851063
13342,도원동,2,7,3,681.1973684210526
13343,도원동,2,7,4,677.3589743589744
13344,도원동,2,7,5,652.1282051282051
13345,도원동,2,7,6,817.1481481481482
13346,도원동,2,8,0,751.1818181818181
13347,도원동,2,8,1,637.52
13348,도원동,2,8,2,586.2898550724638
13349,도원동,2,8,3,538.4
13350,도원동,2,8,4,620.4320987654321
13351,도원동,2,8,5,580.1666666666666
13352,도원동,2,8,6,631.2068965517242
13353,도원동,2,9,0,734.7157894736843
13354,도원동,2,9,1,956.5
13355,도원동,3,9,2,494.53846153846155
13356,도원동,3,9,3,879.6543209876543
13357,도원동,3,9,4,527.6024096385543
13358,도원동,3,9,5,656.170731707317
13359,도원동,3,9,6,551.2413793103449
13360,도원동,3,10,0,899.4271844660194
13361,도원동,3,10,1,675.4938271604939
13362,도원동,3,10,2,777.6625
13363,도원동,3,10,3,734.0253164556962
13364,도원동,3,10,4,728.080459770115
13365,도원동,3,10,5,666.9285714285714
13366,도원동,3,10,6,630.7916666666666
13367,도원동,3,11,0,908.1348314606741
13368,도원동,3,11,1,654.2394366197183
13369,도원동,3,11,2,1040.6984126984128
13370,도원동,3,11,3,963.8333333333334
13371,도원동,3,11,4,655.4545454545455
13372,도원동,3,11,5,607.5
13373,도원동,3,11,6,701.6
13374,도원동,3,12,0,758.7169811320755
13375,도원동,3,12,1,664.2586206896551
13376,도원동,3,12,2,980.7263157894737
13377,도원동,3,12,3,812.3829787234042
13378,도원동,3,12,4,735.42
13379,도원동,3,12,5,695.0232558139535
13380,도원동,3,12,6,1103.9545454545455
13381,도원동,3,13,0,961.8
13382,도원동,3,13,1,1007.8765432098766
13383,도원동,3,13,2,932.6455696202531
13384,도원동,3,13,3,838.3970588235294
13385,도원동,3,13,4,776.0808080808081
13386,도원동,4,13,5,763.8863636363636
13387,도원동,4,13,6,844.0952380952381
13388,도원동,4,14,0,852.9651162790698
13389,도원동,4,14,1,657.4225352112676
13390,도원동,4,14,2,664.7236842105264
13391,도원동,4,14,3,975.0169491525423
13392,도원동,4,14,4,816.5180722891566
13393,도원동,4,14,5,775.6041666666666
13394,도원동,4,14,6,937.3636363636364
13395,도원동,4,15,0,882.7083333333334
13396,도원동,4,15,1,655.9487179487179
13397,도원동,4,15,2,806.876404494382
13398,도원동,4,15,3,838.48
13399,도원동,4,15,4,680.4123711340206
13400,도원동,4,15,5,705.9756097560976
13401,도원동,4,15,6,844.8148148148148
13402,도원동,4,16,0,718.9111111111112
13403,도원동,4,16,1,794.1449275362319
13404,도원동,4,16,2,762.1134020618557
13405,도원동,4,16,3,1057.5135135135135
13406,도원동,4,16,4,749.1111111111111
13407,도원동,4,16,5,655.3703703703703
13408,도원동,4,16,6,742.5925925925926
13409,도원동,4,17,0,729.8672566371681
13410,도원동,4,17,1,1063.8072289156626
13411,도원동,4,17,2,940.5454545454545
13412,도원동,4,17,3,1220.1842105263158
13413,도원동,4,17,4,823.604938271605
13414,도원동,4,17,5,797.8333333333334
13415,도원동,4,17,6,852.8571428571429
13416,도원동,5,18,0,555.7647058823529
13417,도원동,5,18,1,1193.3846153846155
13418,도원동,5,18,2,731.1413043478261
13419,도원동,5,18,3,1088.4929577464789
13420,도원동,5,18,4,543.1395348837209
13421,도원동,5,18,5,693.2857142857143
13422,도원동,5,18,6,793.7692307692307
13423,도원동,5,19,0,1385.1904761904761
13424,도원동,5,19,1,1171.6976744186047
13425,도원동,5,19,2,1177.6052631578948
13426,도원동,5,19,3,872.3392857142857
13427,도원동,5,19,4,732.0645161290323
13428,도원동,5,19,5,1030.4893617021276
13429,도원동,5,19,6,909.9428571428572
13430,도원동,5,20,0,1039.7604166666667
13431,도원동,5,20,1,833.7945205479452
13432,도원동,5,20,2,969.6111111111111
13433,도원동,5,20,3,1325.0
13434,도원동,5,20,4,959.6739130434783
13435,도원동,5,20,5,897.7674418604652
13436,도원동,5,20,6,546.5357142857143
13437,도원동,5,21,0,879.2371134020618
13438,도원동,5,21,1,559.0952380952381
13439,도원동,5,21,2,796.6506024096385
13440,도원동,5,21,3,829.5066666666667
13441,도원동,5,21,4,793.8953488372093
13442,도원동,5,21,5,748.8888888888889
13443,도원동,5,21,6,764.1851851851852
13444,도원동,5,22,0,609.7555555555556
13445,도원동,5,22,1,699.3793103448276
13446,도원동,5,22,2,729.1789473684211
13447,도원동,6,22,3,738.2987012987013
13448,도원동,6,22,4,716.6428571428571
13449,도원동,6,22,5,723.6216216216217
13450,도원동,6,22,6,781.7333333333333
13451,도원동,6,23,0,944.0666666666667
13452,도원동,6,23,1,563.7179487179487
13453,도원동,6,23,2,1237.86301369863
13454,도원동,6,23,3,952.3703703703703
13455,도원동,6,23,4,672.7073170731708
13456,도원동,6,23,5,665.4565217391304
13457,도원동,6,23,6,825.8846153846154
13458,도원동,6,24,0,783.5670103092783
13459,도원동,6,24,1,1112.0434782608695
13460,도원동,6,24,2,789.6595744680851
13461,도원동,6,24,3,1110.4050632911392
13462,도원동,6,24,4,676.0980392156863
13463,도원동,6,24,5,665.3571428571429
13464,도원동,6,24,6,830.7083333333334
13465,도원동,6,25,0,789.6976744186046
13466,도원동,6,25,1,968.2619047619048
13467,도원동,6,25,2,780.6022727272727
13468,도원동,6,25,3,867.925
13469,도원동,6,25,4,788.6363636363636
13470,도원동,6,25,5,814.5
13471,도원동,6,25,6,900.6666666666666
13472,도원동,6,26,0,757.1704545454545
13473,도원동,6,26,1,799.6301369863014
13474,도원동,6,26,2,1748.0625
13475,도원동,6,26,3,1494.5087719298247
13476,도원동,6,26,4,1337.2470588235294
13477,도원동,7,26,5,617.027027027027
13478,도원동,7,26,6,693.2
