,출발지 행정동,월,주,요일,평균배차시간(초)
183,가창면,7,26,6,1006.4285714285714
184,가창면,7,27,0,1933.6
185,가창면,7,27,1,1840.5
186,가창면,7,27,2,2383.5
187,가창면,7,27,3,3453.5
188,가창면,7,27,4,1760.5
189,가창면,7,27,5,1922.090909090909
190,가창면,7,27,6,2623.4
191,가창면,7,28,0,3748.0
192,가창면,7,28,1,689.0
193,가창면,7,28,2,1488.0
194,가창면,7,28,3,1705.0
195,가창면,7,28,4,2218.5454545454545
196,가창면,7,28,5,1360.25
197,가창면,7,28,6,1983.8
198,가창면,7,29,0,452.0
199,가창면,7,29,1,1170.0
200,가창면,7,29,2,1224.8
201,가창면,7,29,3,1049.0
202,가창면,7,29,4,1500.9
203,가창면,7,29,5,1349.6666666666667
204,가창면,7,29,6,1019.0
205,가창면,7,30,0,2096.6
206,가창면,7,30,1,1329.25
207,가창면,7,30,2,1631.4
208,가창면,7,30,3,2232.6666666666665
209,가창면,7,30,4,1400.2
210,가창면,7,30,5,2051.5555555555557
211,가창면,7,30,6,1874.4
212,가창면,8,31,0,3371.3333333333335
213,가창면,8,31,1,843.1
214,가창면,8,31,2,1092.2
215,가창면,8,31,3,909.0
216,가창면,8,31,4,1971.2
217,가창면,8,31,5,1063.6666666666667
218,가창면,8,31,6,1377.5
219,가창면,8,32,0,2867.0
220,가창면,8,32,1,1256.142857142857
221,가창면,8,32,2,1658.6666666666667
222,가창면,8,32,3,988.1428571428571
223,가창면,8,32,4,1429.125
224,가창면,8,32,5,1410.625
225,가창면,8,32,6,1447.6666666666667
226,가창면,8,33,0,2996.5
227,가창면,8,33,1,1125.0
228,가창면,8,33,2,1308.4
229,가창면,8,33,3,2178.5
230,가창면,8,33,4,2379.8888888888887
231,가창면,8,33,5,1543.6666666666667
232,가창면,8,33,6,1628.5714285714287
233,가창면,8,34,0,1333.25
234,가창면,8,34,1,1704.6666666666667
235,가창면,8,34,2,647.0
236,가창면,8,34,3,3320.4
237,가창면,8,34,4,1671.0
238,가창면,8,34,5,1588.0
239,가창면,8,34,6,1926.0
240,가창면,8,35,0,3431.3333333333335
241,가창면,8,35,1,2051.1666666666665
242,가창면,8,35,2,1219.75
243,가창면,9,35,3,1856.5
244,가창면,9,35,4,1775.0
245,가창면,9,35,5,865.0
246,가창면,9,35,6,1394.8
247,가창면,9,36,1,1059.8333333333333
248,가창면,9,36,2,2124.1666666666665
249,가창면,9,36,3,2258.25
250,가창면,9,36,4,909.4
251,가창면,9,36,5,1612.0
252,가창면,9,36,6,804.0
253,가창면,9,37,0,1193.0
254,가창면,9,37,1,1762.8
255,가창면,9,37,2,899.5
256,가창면,9,37,3,1603.3333333333333
257,가창면,9,37,4,3119.714285714286
258,가창면,9,37,5,2326.6666666666665
259,가창면,9,37,6,754.8
260,가창면,9,38,0,1720.0
261,가창면,9,38,1,1303.0
262,가창면,9,38,2,2220.4285714285716
263,가창면,9,38,3,2012.0
264,가창면,9,38,4,1327.5
265,가창면,9,38,5,2196.0
266,가창면,9,38,6,1185.5714285714287
267,가창면,9,39,0,1866.125
268,가창면,9,39,1,818.7777777777778
269,가창면,9,39,2,2686.0
270,가창면,9,39,3,1640.1666666666667
271,가창면,9,39,4,1306.4
272,가창면,10,39,5,1553.7777777777778
273,가창면,10,39,6,2162.3
274,가창면,10,40,0,1075.6666666666667
275,가창면,10,40,1,1614.8181818181818
276,가창면,10,40,2,973.3333333333334
277,가창면,10,40,3,1542.3333333333333
278,가창면,10,40,4,1020.1
279,가창면,10,40,5,1506.125
280,가창면,10,40,6,3219.4
281,가창면,10,41,0,1597.6666666666667
282,가창면,10,41,1,1056.4
283,가창면,10,41,2,1345.4
284,가창면,10,41,3,1364.0
285,가창면,10,41,4,1649.5625
286,가창면,10,41,5,1337.8333333333333
287,가창면,10,41,6,542.2
288,가창면,10,42,0,1437.0
289,가창면,10,42,1,1160.0
290,가창면,10,42,2,1599.5714285714287
291,가창면,10,42,3,3063.0
292,가창면,10,42,4,1598.2857142857142
293,가창면,10,42,5,1200.8
294,가창면,10,42,6,1607.5
295,가창면,10,43,0,869.0
296,가창면,10,43,1,1956.5454545454545
297,가창면,10,43,2,1300.0
298,가창면,10,43,3,2515.8
299,가창면,10,43,4,2359.3636363636365
300,가창면,10,43,5,1543.111111111111
301,가창면,10,43,6,1932.8
302,가창면,10,44,0,1806.3333333333333
303,가창면,11,44,1,1184.4
304,가창면,11,44,2,1769.7777777777778
305,가창면,11,44,3,2612.0
306,가창면,11,44,4,1178.6363636363637
307,가창면,11,44,5,1714.2
308,가창면,11,44,6,904.1666666666666
309,가창면,11,45,0,846.0
310,가창면,11,45,1,1333.75
311,가창면,11,45,2,2329.5
312,가창면,11,45,3,1504.75
313,가창면,11,45,4,919.5
314,가창면,11,45,5,1289.888888888889
315,가창면,11,45,6,1019.25
316,가창면,11,46,0,1897.125
317,가창면,11,46,1,689.8
318,가창면,11,46,2,1362.0
319,가창면,11,46,3,1574.625
320,가창면,11,46,4,2452.375
321,가창면,11,46,5,1045.0
322,가창면,11,46,6,1864.2857142857142
323,가창면,11,47,0,851.0
324,가창면,11,47,1,1426.375
325,가창면,11,47,2,5482.0
326,가창면,11,47,3,1656.0
327,가창면,11,47,4,560.5
328,가창면,11,47,5,1238.6666666666667
329,가창면,11,47,6,1135.2857142857142
330,가창면,11,48,0,1586.2857142857142
331,가창면,11,48,1,1071.7142857142858
332,가창면,11,48,2,1274.75
333,가창면,12,48,3,1379.125
334,가창면,12,48,4,977.9230769230769
335,가창면,12,48,5,941.4
336,가창면,12,48,6,1358.8333333333333
337,가창면,12,49,0,1470.0
338,가창면,12,49,1,843.0
339,가창면,12,49,2,900.375
340,가창면,12,49,3,997.5555555555555
341,가창면,12,49,4,994.7777777777778
342,가창면,12,49,5,1313.4285714285713
343,가창면,12,49,6,1076.2857142857142
344,가창면,12,50,0,1066.5
345,가창면,12,50,1,999.25
346,가창면,12,50,2,1027.2
347,가창면,12,50,3,1148.125
348,가창면,12,50,4,1319.5
349,가창면,12,50,5,1922.0
350,가창면,12,50,6,1714.8
351,가창면,12,51,0,645.8181818181819
352,가창면,12,51,1,801.0
353,가창면,12,51,2,1313.3333333333333
354,가창면,12,51,3,2873.3333333333335
355,가창면,12,51,4,1264.3333333333333
356,가창면,12,51,5,864.8181818181819
357,가창면,12,51,6,1366.5714285714287
358,가창면,12,52,0,763.8
359,가창면,12,52,1,931.8181818181819
360,가창면,12,52,2,1449.1666666666667
361,가창면,12,52,3,1262.5714285714287
362,가창면,12,52,4,1209.0
363,가창면,12,52,5,1207.75
364,감삼동,1,1,0,1005.925925925926
365,감삼동,1,1,1,786.3636363636364
366,감삼동,1,1,2,648.4333333333333
367,감삼동,1,1,3,928.8529411764706
368,감삼동,1,1,4,614.5
369,감삼동,1,1,5,548.9677419354839
370,감삼동,1,1,6,627.421052631579
371,감삼동,1,2,0,745.4333333333333
372,감삼동,1,2,1,587.829268292683
373,감삼동,1,2,2,686.36
374,감삼동,1,2,3,698.5483870967741
375,감삼동,1,2,4,618.9714285714285
376,감삼동,1,2,5,620.4074074074074
377,감삼동,1,2,6,759.4782608695652
378,감삼동,1,3,0,624.5135135135135
379,감삼동,1,3,1,800.1071428571429
380,감삼동,1,3,2,696.125
381,감삼동,1,3,3,839.0851063829788
382,감삼동,1,3,4,927.4761904761905
383,감삼동,1,3,5,603.2941176470588
384,감삼동,1,3,6,610.6875
385,감삼동,1,4,0,874.2352941176471
386,감삼동,1,4,1,733.0344827586207
387,감삼동,1,4,2,1067.4516129032259
388,감삼동,1,4,3,1130.3636363636363
389,감삼동,1,4,4,598.0
390,감삼동,1,4,5,559.3703703703703
391,감삼동,1,4,6,497.5
392,감삼동,1,5,0,465.34615384615387
393,감삼동,1,52,5,548.7894736842105
394,감삼동,1,52,6,549.8076923076923
395,감삼동,2,5,1,567.0714285714286
396,감삼동,2,5,2,462.6363636363636
397,감삼동,2,5,3,593.8787878787879
398,감삼동,2,5,4,528.2682926829268
399,감삼동,2,5,5,510.5
400,감삼동,2,5,6,401.7083333333333
401,감삼동,2,6,0,597.65625
402,감삼동,2,6,1,449.8125
403,감삼동,2,6,2,573.8214285714286
404,감삼동,2,6,3,720.972972972973
405,감삼동,2,6,4,602.8857142857142
406,감삼동,2,6,5,516.5555555555555
407,감삼동,2,6,6,444.6666666666667
408,감삼동,2,7,0,826.2333333333333
409,감삼동,2,7,1,479.02941176470586
410,감삼동,2,7,2,530.5
411,감삼동,2,7,3,638.5588235294117
412,감삼동,2,7,4,592.0
413,감삼동,2,7,5,501.0
414,감삼동,2,7,6,508.2631578947368
415,감삼동,2,8,0,516.3888888888889
416,감삼동,2,8,1,477.57142857142856
417,감삼동,2,8,2,684.6410256410256
418,감삼동,2,8,3,699.4242424242424
419,감삼동,2,8,4,510.2439024390244
420,감삼동,2,8,5,521.8666666666667
421,감삼동,2,8,6,427.42105263157896
422,감삼동,2,9,0,586.6511627906976
423,감삼동,3,9,1,409.9375
424,감삼동,3,9,2,626.6666666666666
425,감삼동,3,9,3,620.1875
426,감삼동,3,9,4,604.0714285714286
427,감삼동,3,9,5,464.2121212121212
428,감삼동,3,9,6,409.0
429,감삼동,3,10,0,609.0
430,감삼동,3,10,1,590.2954545454545
431,감삼동,3,10,2,465.6060606060606
432,감삼동,3,10,3,832.6551724137931
433,감삼동,3,10,4,448.45714285714286
434,감삼동,3,10,5,525.6363636363636
435,감삼동,3,10,6,559.8571428571429
436,감삼동,3,11,0,723.1212121212121
437,감삼동,3,11,1,556.3428571428572
438,감삼동,3,11,2,700.1315789473684
439,감삼동,3,11,3,538.0232558139535
440,감삼동,3,11,4,481.6216216216216
441,감삼동,3,11,5,570.6521739130435
442,감삼동,3,11,6,580.3157894736842
443,감삼동,3,12,0,543.5581395348837
444,감삼동,3,12,1,482.390243902439
445,감삼동,3,12,2,507.64285714285717
446,감삼동,3,12,3,555.7142857142857
447,감삼동,3,12,4,625.025
448,감삼동,3,12,5,530.3571428571429
449,감삼동,3,12,6,569.9375
450,감삼동,3,13,0,571.2162162162163
451,감삼동,3,13,1,563.375
452,감삼동,3,13,2,756.9
453,감삼동,3,13,3,693.2222222222222
454,감삼동,4,13,4,746.8
455,감삼동,4,13,5,537.0909090909091
456,감삼동,4,13,6,705.6666666666666
457,감삼동,4,14,0,783.4193548387096
458,감삼동,4,14,1,515.8709677419355
459,감삼동,4,14,2,819.8529411764706
460,감삼동,4,14,3,929.9411764705883
461,감삼동,4,14,4,548.2857142857143
462,감삼동,4,14,5,594.3666666666667
463,감삼동,4,14,6,762.0
464,감삼동,4,15,0,881.939393939394
465,감삼동,4,15,1,640.21875
466,감삼동,4,15,2,597.5
467,감삼동,4,15,3,607.48
468,감삼동,4,15,4,797.0769230769231
469,감삼동,4,15,5,636.75
470,감삼동,4,15,6,641.047619047619
471,감삼동,4,16,0,731.3636363636364
472,감삼동,4,16,1,605.939393939394
473,감삼동,4,16,2,1082.5925925925926
474,감삼동,4,16,3,1429.448275862069
475,감삼동,4,16,4,633.2368421052631
476,감삼동,4,16,5,523.44
477,감삼동,4,16,6,738.6538461538462
478,감삼동,4,17,0,609.2424242424242
479,감삼동,4,17,1,604.4054054054054
480,감삼동,4,17,2,1096.357142857143
481,감삼동,4,17,3,964.6363636363636
482,감삼동,4,17,4,748.75
483,감삼동,4,17,5,866.0769230769231
484,감삼동,5,17,6,621.2916666666666
485,감삼동,5,18,0,785.9
486,감삼동,5,18,1,806.547619047619
487,감삼동,5,18,2,1019.2666666666667
488,감삼동,5,18,3,609.4
489,감삼동,5,18,4,1084.6170212765958
490,감삼동,5,18,5,715.6875
491,감삼동,5,18,6,582.2631578947369
492,감삼동,5,19,0,813.4090909090909
493,감삼동,5,19,1,580.3103448275862
494,감삼동,5,19,2,868.5757575757576
495,감삼동,5,19,3,858.4516129032259
496,감삼동,5,19,4,1068.2307692307693
497,감삼동,5,19,5,666.258064516129
498,감삼동,5,19,6,766.8
499,감삼동,5,20,0,628.5
500,감삼동,5,20,1,639.2258064516129
501,감삼동,5,20,2,881.5625
502,감삼동,5,20,3,1284.8148148148148
503,감삼동,5,20,4,793.6734693877551
504,감삼동,5,20,5,812.7647058823529
505,감삼동,5,20,6,750.7647058823529
506,감삼동,5,21,0,780.5869565217391
507,감삼동,5,21,1,851.125
508,감삼동,5,21,2,810.5897435897435
509,감삼동,5,21,3,855.1176470588235
510,감삼동,5,21,4,931.3529411764706
511,감삼동,5,21,5,1120.6153846153845
512,감삼동,5,21,6,612.6470588235294
513,감삼동,5,22,0,1294.6923076923076
514,감삼동,5,22,1,976.125
515,감삼동,6,22,2,447.6842105263158
516,감삼동,6,22,3,1025.764705882353
517,감삼동,6,22,4,879.0
518,감삼동,6,22,5,643.0689655172414
519,감삼동,6,22,6,1581.2
520,감삼동,6,23,0,500.05555555555554
521,감삼동,6,23,1,695.25
522,감삼동,6,23,2,871.0512820512821
523,감삼동,6,23,3,1288.88
524,감삼동,6,23,4,852.1190476190476
525,감삼동,6,23,5,623.6666666666666
526,감삼동,6,23,6,810.75
527,감삼동,6,24,0,1260.6296296296296
528,감삼동,6,24,1,1019.625
529,감삼동,6,24,2,1128.7142857142858
530,감삼동,6,24,3,1015.3235294117648
531,감삼동,6,24,4,837.0769230769231
532,감삼동,6,24,5,923.2307692307693
533,감삼동,6,24,6,586.6
534,감삼동,6,25,0,797.0571428571428
535,감삼동,6,25,1,811.375
536,감삼동,6,25,2,987.7647058823529
537,감삼동,6,25,3,989.6969696969697
538,감삼동,6,25,4,731.1111111111111
539,감삼동,6,25,5,795.8529411764706
540,감삼동,6,25,6,892.7826086956521
541,감삼동,6,26,0,777.0
542,감삼동,6,26,1,850.7884615384615
543,감삼동,6,26,2,1597.40625
544,감삼동,6,26,3,1471.625
545,감삼동,7,26,4,1032.2121212121212
546,감삼동,7,26,5,835.9142857142857
547,감삼동,7,26,6,1152.888888888889
548,감삼동,7,27,0,1222.5263157894738
549,감삼동,7,27,1,822.0571428571428
550,감삼동,7,27,2,1192.962962962963
551,감삼동,7,27,3,1079.5294117647059
552,감삼동,7,27,4,910.0
553,감삼동,7,27,5,812.1470588235294
554,감삼동,7,27,6,991.5238095238095
555,감삼동,7,28,0,1777.75
556,감삼동,7,28,1,752.7878787878788
557,감삼동,7,28,2,1156.75
558,감삼동,7,28,3,1472.8823529411766
559,감삼동,7,28,4,954.3421052631579
560,감삼동,7,28,5,718.2727272727273
561,감삼동,7,28,6,701.7777777777778
562,감삼동,7,29,0,821.1111111111111
563,감삼동,7,29,1,672.5588235294117
564,감삼동,7,29,2,1146.3333333333333
565,감삼동,7,29,3,931.2857142857143
566,감삼동,7,29,4,762.1351351351351
567,감삼동,7,29,5,625.625
568,감삼동,7,29,6,499.47058823529414
569,감삼동,7,30,0,613.4615384615385
570,감삼동,7,30,1,582.2432432432432
571,감삼동,7,30,2,791.2
572,감삼동,7,30,3,948.060606060606
573,감삼동,7,30,4,971.75
574,감삼동,7,30,5,740.7241379310345
575,감삼동,7,30,6,739.8461538461538
576,감삼동,8,31,0,961.875
577,감삼동,8,31,1,516.2093023255813
578,감삼동,8,31,2,821.6071428571429
579,감삼동,8,31,3,1054.65625
580,감삼동,8,31,4,727.7878787878788
581,감삼동,8,31,5,459.8333333333333
582,감삼동,8,31,6,731.7894736842105
583,감삼동,8,32,0,1112.4
584,감삼동,8,32,1,578.974358974359
585,감삼동,8,32,2,1155.0740740740741
586,감삼동,8,32,3,1147.9705882352941
587,감삼동,8,32,4,920.2682926829268
588,감삼동,8,32,5,548.7666666666667
589,감삼동,8,32,6,1081.8823529411766
590,감삼동,8,33,0,472.53846153846155
591,감삼동,8,33,1,1256.2727272727273
592,감삼동,8,33,2,875.5714285714286
593,감삼동,8,33,3,1184.4074074074074
594,감삼동,8,33,4,884.4054054054054
595,감삼동,8,33,5,596.8571428571429
596,감삼동,8,33,6,630.65
597,감삼동,8,34,0,1018.0857142857143
598,감삼동,8,34,1,817.2424242424242
599,감삼동,8,34,2,932.65625
600,감삼동,8,34,3,929.4242424242424
601,감삼동,8,34,4,801.8055555555555
602,감삼동,8,34,5,651.8378378378378
603,감삼동,8,34,6,1047.2727272727273
604,감삼동,8,35,0,1278.8260869565217
605,감삼동,8,35,1,610.1785714285714
606,감삼동,8,35,2,1492.0
607,감삼동,9,35,3,856.5555555555555
608,감삼동,9,35,4,751.8666666666667
609,감삼동,9,35,5,539.9
610,감삼동,9,35,6,561.8636363636364
611,감삼동,9,36,0,1206.5357142857142
612,감삼동,9,36,1,504.2258064516129
613,감삼동,9,36,2,1483.1333333333334
614,감삼동,9,36,3,1763.3333333333333
615,감삼동,9,36,4,489.04761904761904
616,감삼동,9,36,5,886.1428571428571
617,감삼동,9,36,6,485.0
618,감삼동,9,37,0,613.421052631579
619,감삼동,9,37,1,888.8421052631579
620,감삼동,9,37,2,1136.5384615384614
621,감삼동,9,37,3,963.4166666666666
622,감삼동,9,37,4,935.0
623,감삼동,9,37,5,950.125
624,감삼동,9,37,6,978.8666666666667
625,감삼동,9,38,0,794.1290322580645
626,감삼동,9,38,1,728.1020408163265
627,감삼동,9,38,2,1492.1379310344828
628,감삼동,9,38,3,1079.6666666666667
629,감삼동,9,38,4,769.8181818181819
630,감삼동,9,38,5,683.0
631,감삼동,9,38,6,1040.2083333333333
632,감삼동,9,39,0,519.625
633,감삼동,9,39,1,873.6060606060606
634,감삼동,9,39,2,865.7083333333334
635,감삼동,9,39,3,1099.8620689655172
636,감삼동,9,39,4,1399.7666666666667
637,감삼동,10,39,5,784.1379310344828
638,감삼동,10,39,6,734.6
639,감삼동,10,40,0,599.9565217391304
640,감삼동,10,40,1,980.7391304347826
641,감삼동,10,40,2,977.4102564102565
642,감삼동,10,40,3,1400.076923076923
643,감삼동,10,40,4,807.7428571428571
644,감삼동,10,40,5,620.9629629629629
645,감삼동,10,40,6,737.0
646,감삼동,10,41,0,613.0833333333334
647,감삼동,10,41,1,519.4864864864865
648,감삼동,10,41,2,1133.4736842105262
649,감삼동,10,41,3,1048.1666666666667
650,감삼동,10,41,4,754.2727272727273
651,감삼동,10,41,5,953.0454545454545
652,감삼동,10,41,6,1145.7058823529412
653,감삼동,10,42,0,745.9230769230769
654,감삼동,10,42,1,705.1428571428571
655,감삼동,10,42,2,804.741935483871
656,감삼동,10,42,3,1237.0869565217392
657,감삼동,10,42,4,958.9629629629629
658,감삼동,10,42,5,745.6551724137931
659,감삼동,10,42,6,635.4
660,감삼동,10,43,0,756.6785714285714
661,감삼동,10,43,1,711.78125
662,감삼동,10,43,2,971.7142857142857
663,감삼동,10,43,3,1124.84
664,감삼동,10,43,4,1051.1818181818182
665,감삼동,10,43,5,954.25
666,감삼동,10,43,6,1216.8
667,감삼동,10,44,0,1229.15
668,감삼동,11,44,1,629.3125
669,감삼동,11,44,2,1007.0
670,감삼동,11,44,3,1355.25
671,감삼동,11,44,4,763.5365853658536
672,감삼동,11,44,5,642.578947368421
673,감삼동,11,44,6,1673.0
674,감삼동,11,45,0,1112.0
675,감삼동,11,45,1,798.4814814814815
676,감삼동,11,45,2,1081.1785714285713
677,감삼동,11,45,3,1247.6896551724137
678,감삼동,11,45,4,828.2121212121212
679,감삼동,11,45,5,830.1
680,감삼동,11,45,6,774.2142857142857
681,감삼동,11,46,0,1078.8148148148148
682,감삼동,11,46,1,814.3928571428571
683,감삼동,11,46,2,672.4
684,감삼동,11,46,3,1043.5172413793102
685,감삼동,11,46,4,1039.2439024390244
686,감삼동,11,46,5,714.7307692307693
687,감삼동,11,46,6,1066.8695652173913
688,감삼동,11,47,0,773.8
689,감삼동,11,47,1,537.3513513513514
690,감삼동,11,47,2,766.9354838709677
691,감삼동,11,47,3,723.5757575757576
692,감삼동,11,47,4,789.5483870967741
693,감삼동,11,47,5,551.4827586206897
694,감삼동,11,47,6,518.4705882352941
695,감삼동,11,48,0,759.25
696,감삼동,11,48,1,642.4285714285714
697,감삼동,11,48,2,546.0967741935484
698,감삼동,12,48,3,523.64
699,감삼동,12,48,4,646.3
700,감삼동,12,48,5,499.56666666666666
701,감삼동,12,48,6,482.1111111111111
702,감삼동,12,49,0,582.7894736842105
703,감삼동,12,49,1,561.7209302325581
704,감삼동,12,49,2,651.9555555555555
705,감삼동,12,49,3,573.7777777777778
706,감삼동,12,49,4,616.5294117647059
707,감삼동,12,49,5,717.3225806451613
708,감삼동,12,49,6,697.55
709,감삼동,12,50,0,762.8125
710,감삼동,12,50,1,620.9777777777778
711,감삼동,12,50,2,640.6428571428571
712,감삼동,12,50,3,567.1142857142858
713,감삼동,12,50,4,637.7878787878788
714,감삼동,12,50,5,701.1666666666666
715,감삼동,12,50,6,579.3888888888889
716,감삼동,12,51,0,640.5
717,감삼동,12,51,1,826.9555555555555
718,감삼동,12,51,2,1353.4117647058824
719,감삼동,12,51,3,890.6896551724138
720,감삼동,12,51,4,768.1578947368421
721,감삼동,12,51,5,694.44
722,감삼동,12,51,6,640.4
723,감삼동,12,52,0,533.8387096774194
724,감삼동,12,52,1,725.7692307692307
725,감삼동,12,52,2,689.7222222222222
